,sa_finance1_cocode,sa_company_name,sa_total_income,sa_sales,sa_total_assets,sa_pat,sa_total_liabilities,sa_gross_working_capital_cosm,sa_current_assets_incl_st_invest_loans,sa_current_liabilities,sa_st_trade_bills_receivables,sa_st_trade_receivables,sa_nf_operating_expenses,sa_f_operating_expenses,sa_dep_owned_ast,sa_retained_profits,sa_pbit,sa_pbdita_net_of_peoifi,sa_pbpt_net_of_peoi,sa_total_capital,sa_gross_fixed_assets,sa_pbdita,sa_cost_of_goods_sold,sa_cost_of_sales,sa_total_expense,sa_net_sales,sa_depreciation,sa_non_current_assets,sa_net_fixed_assets,sa_gross_fixed_assets.1,sa_inc_fin_serv,sa_net_working_capital,sa_non_current_liabilities,sa_tot_inc_net_of_pe,sa_sales_n_chg_in_stk,sa_chg_in_assets_with_no_chg_in_efficiency,sa_chg_in_efficiency_with_no_chg_in_assets,sa_chg_in_efficiency_on_chg_in_assets,sa_reported_pat,sa_diff_in_pat,sa_pbpt,sa_pbt,sa_pbit_net_of_peoifi,sa_cash_profit,sa_sales_net_fixed_assets,sa_total_income_avg_tot_asset_net_miscexp_now_reval,sa_chg_in_efficiency_in_use_of_assets,sa_pc_chg_in_efficiency_with_no_chg_in_assets,sa_pc_chg_in_assets_with_no_chg_in_efficiency,sa_pc_chg_in_efficiency_on_chg_in_assets,sa_nf_oper_exp_pc_total_exp,sa_f_oper_exp_pc_total_exp,sa_fin_serv_exp_pc_total_exp,sa_pbpt_net_of_peoi_inc_fin_serv,sa_pat_cont_ops_pc_inc_cont_ops,sa_pat_discont_ops_pc_inc_discont_ops,sa_total_provisions_pc_pbdita,sa_write_offs_pc_pbdita,sa_depreciation_pc_pbdita,sa_amortisation_pc_pbdita,sa_fin_serv_exp_pc_pbdita,sa_prov_direct_tax_pc_pbdita,sa_pat_pc_pbdita,sa_pbdita_pc_total_inc,sa_pbt_pc_total_inc,sa_pat_pc_total_inc,sa_cash_profit_pc_total_inc,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_pat_net_of_pe_pc_avg_networth,sa_pat_pc_avg_networth,sa_cash_profit_pc_avg_networth,sa_pbpt_net_of_peoi_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_capital_employed,sa_pat_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_tot_asset_net_menow_reval,sa_pc_chg_in_profitability_with_no_chg_in_income,sa_st_trade_bills_receivables_pc_current_assets_incl_st_invest_loans,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cash_n_bank_no_fd_security_current_liab_n_prov,sa_cash_n_bank_no_fd_security_cost_of_sales_per_day,sa_sales_avg_debtors,sa_creditors_turnover,sa_total_inc_net_of_pe_compensation_to_empl,sa_sales_avg_gfa_net_of_reval,sa_sales_net_repairs_avg_nfa_net_of_reval,equity_facevalue_on_stkdate,eps_on_stkdate,equity_bv_on_stkdate,high_price,stock_returns,market_cap,traded_qty
1415,375467,Q V C REALTY CO. LTD.,534.2,511.2,6176.9,82.9,6176.9,1.9292,6161.6,5854.2,2.7,2.7,276.9,293.9,2.1,82.9,127.1,106.2,110.1,40.3,30.1,129.2,234.07,277.8,323.2,506.5,2.1,15.3,6.6,30.1,23.0,-1418.4,4.6,534.2,383.1,0.6218,145.944,0.2342,82.9,0.0,110.1,110.1,104.1,84.6,7745.4545,0.0882,15.134,99.4169,0.4235,0.1713,85.6745,90.9344,5.2599,4.787,15.5185,0.0,0.0,0.0,1.6254,0.0,13.1579,21.0526,64.1641,24.1857,20.6103,15.5185,15.8368,15.5185,30.4779,30.4779,31.1029,36.0806,27.167,27.167,1.3694,34.4922,0.0438,0.3061,0.7577,0.1143,0.1143,408.8841,144.0,9.1518,14.477,16.9834,68.6174,10.0,107.4259,285.3,533.6,1.0002,411.7765,147768.0
1416,375478,P T C INDIA FINANCIAL SERVICES LTD.,12079.1,41.2,140669.0,247.0,140669.0,534.4625,9016.0,46499.5,56.6,56.6,372.7,8328.5,32.6,-912.5,11597.5,-331.5,3459.0,6422.8,476.6,11706.4,166.65,388.7,11832.1,34.3,32.6,131653.0,142.0,476.6,11855.2,-44867.6,67567.2,11902.5,41.2,3065.7745,-3672.606,-832.8684,247.0,0.0,3641.7,1049.3,-440.4,2267.2,29.0141,0.0939,-0.0606,255.0952,-212.9454,-154.3927,3.1499,70.389,67.2391,0.2918,2.0449,0.0,20.5008,1.6444,0.2785,0.6518,67.9611,6.8535,2.11,96.9145,8.6869,2.0449,18.7696,0.5915,0.2959,1.0381,9.5284,2.9915,0.0609,0.2136,0.0547,99.7174,0.6278,0.0353,0.0363,4.3782,0.0124,542.0067,0.7273,0.0,79.4559,0.0887,0.2823,10.0,3.7071,25476.1,38.9,1.0879,24663.6801,3870588.0
1417,376190,BHILWARA TECHNICAL TEXTILES LTD.,6.7,13844.425243445696,175.8,3.1,175.8,0.0,98.3,0.1,1879.5632660550457,1871.070374449339,2.3,2.3,626.3072172619047,3.1,4.3,-2.3,4.4,58.4,0.5,4.3,0.42,1.8,3.6,12174.53191413238,622.8142377935146,77.5,0.5,0.5,6.7,96.2,0.2,6.7,13817.893488716241,1.1893,-13.8725,-0.8168,3.1,0.0,4.3,4.3,-2.3,3.2,0.0,0.0386,-1.399,102.7596,-8.8098,-2.7596,63.8889,63.8889,0.0,0.6567,46.2687,0.0,0.0,0.0,0.0,0.0,0.0,27.907,72.093,64.1791,64.1791,46.2687,47.7612,47.7612,1.8605,1.8023,1.8605,2.5581,1.8605,1.8023,1.8438,43.3628,0.0,49.1,49.1,0.0,46.95,19040.8333,24.648626711362027,0.0,11.1667,0.0,0.0,1.0,0.0548,174.2,20.0,1.1332,1164.5474,1519861.0
1418,376597,L G B FORGE LTD.,1026.6,1023.7,473.5,-31.8,473.5,428.4832,336.1,364.3,187.4,187.4,954.5,986.0,20.1,-31.8,2.3,19.5,-31.0,150.0,164.5,22.4,865.5,1027.2,1008.7,996.9,20.1,137.4,124.8,164.5,1.1,-31.0,67.1,1024.8,974.0,-81.7207,148.3915,-12.4708,-31.8,0.0,-29.2,-31.8,-0.6,-9.9,820.2724,2.1854,-1.2575,273.7851,-150.7761,-29.1802,94.6267,97.7496,3.1228,-28.1818,-3.0976,0.0,11.6071,0.0,89.7321,0.0,140.625,0.0,-141.9643,2.182,-3.0976,-3.0976,-0.9643,-3.2787,-66.3376,-62.7838,-19.5459,-13.9107,-15.0774,-14.2697,-7.1527,112.605,55.7572,0.5401,0.9152,4.8935,0.0016,0.2132,5.8884,3.8507,7.5077,7.5327,9.6439,1.0,-0.1367,40.5,5.15,1.05,765.0079,180475.0
1419,376604,DILIGENT MEDIA CORPN. LTD.,1271.2,1247.8,4445.0,-981.8,4445.0,612.3134,819.6,730.8,330.6,330.6,1354.7,1736.2,125.5,-981.8,-209.1,-106.8,-609.5,4480.4,3523.6,-83.6,920.98,1479.8,2253.1,1230.0,125.5,3625.4,2589.9,3523.6,4.3,-3.9,3454.1,1252.3,1247.9,347.7469,5.1853,1.9679,-981.8,0.0,-590.6,-599.8,-232.3,-482.7,48.1795,0.2433,0.2469,1.461,97.9845,6.6605,60.12600000000001,77.0583,16.9322,-141.7442,-77.2341,0.0,-7.7751,-3.2297,-150.1196,0.0,-456.3397,-456.9378,1174.4019,-6.5765,-47.1838,-77.2341,-37.972,-79.893,-17.5982462241788,-15.165490044023032,0.11432241788012261,-13.7238,-22.5277,-22.1066,-19.1507,59.6543,40.3367,0.5598,0.9947,1.674436484189051,0.0774,13.9607,5.1329,2.0038,3.611,0.6379,0.9531,1.0,-5.9597,-4115.5,14.4,1.2,1618.4852,892402.0
1420,377122,D B REALTY LTD.,1157.2,43.1,36421.9,-871.2,36421.9,5249.4153,13675.0,5636.7,410.0,410.0,487.7,1785.3,40.1,-871.2,641.8,-259.2,-497.5,2902.3,342.5,681.9,366.32,523.0,2213.8,22.8,40.1,22746.9,34.7,342.5,1099.4,1513.9,1413.6,1148.1,228.5,-4.8818,-333.8084,1.0902,-871.2,0.0,-655.8,-1116.1,-299.3,-456.2,124.2075,0.0323,2.8744,98.8769,1.446,0.9212,22.03,80.6441,58.6141,-0.4525,-75.2852,0.0,43.3055,24.1971,5.8806,0.0,190.2918,-35.9144,-127.7607,58.9267,-96.4483,-75.2852,-39.4227,-61.6061,-2.5226,-3.1072,-1.6271,-1.4994,-2.1317,-2.6257,-1.9732,128.5448,2.9982,0.5976,1.2679,0.2111,0.5218,29.87,0.0996,0.8853,7.1266,-0.0683,-0.0516,10.0,1.5099,28424.8,86.0,1.1402,20385.0859,12993113.0
1421,377225,RANE BRAKE LINING LTD.,5247.3,5195.5,4381.2,357.5,4381.2,1634.9198,2937.7,1094.6,1237.1,1237.1,4456.5,4460.2,217.0,209.8,544.5,737.9,521.8,79.1,1562.0,761.5,3743.87,4771.7,4888.7,4998.1,217.0,1443.5,1141.5,1562.0,4.6,520.8,160.0,5215.0,5194.4,726.7426,-943.509,-122.7336,357.5,0.0,540.8,540.8,520.9,515.0,455.1467,1.2747,-0.7165,277.9113,-214.0626,34.4117,91.1592,91.2349,0.0757,113.4348,6.813,0.0,0.0,0.0,28.4964,0.0,0.4859,24.0709,46.9468,14.5122,10.3063,6.813,9.8146,6.7766,19.911,20.142,29.0157,28.9014,19.5741,19.8012,8.5849,298.6529,42.1112,1.0612,1.2254,0.0006,0.0417,3.4498,4.5689,3.0327,7.7847,3.5043,4.4223,10.0,44.6495,1966.2,1235.0,1.0714,9392.7068,170407.0
1422,377226,PIRAMAL PHYTOCARE LTD.,240.3,239.2,82.8,-224.7,82.8,134.217,76.7,240.2,11.9,11.9,463.9,464.1,0.4,-224.7,-224.3,-225.0,-225.5,259.6,4.4,-223.9,334.88,464.0,464.7,238.7,0.4,6.1,3.1,4.4,0.1,-207.4,4.5,240.3,238.9,7.3001,162.0377,26.7622,-224.7,0.0,-224.5,-224.7,-225.4,-224.1,7716.129,3.3893,19.5124,82.6302,3.7226,13.7651,99.8278,99.8709,0.043,-2255.0,-93.5081,0.0,-0.0893,0.0,-0.1787,0.0,-0.0893,0.0,100.3573,-93.1752,-93.5081,-93.5081,-93.2584,-93.5081,-17.5982462241788,-15.165490044023032,0.11432241788012261,0.4673753951038115,-3.2336555004648284,-0.5658573907654169,-316.9252,19.0779,15.515,0.1268,0.1727,1.674436484189051,0.0794,15.6541,18.4,7.8589,2.0969,54.3636,71.403,10.0,-5.4622,-87.9,51.2,1.05,1266.8646,29273.0
1423,377259,D B CORP LTD.,23526.9,23289.4,25535.8,3244.6,25535.8,8087.7045,11687.2,3441.8,5932.2,5932.2,17487.0,17554.0,922.4,3244.6,5140.4,5836.4,5013.1,1840.3,16042.6,6062.8,13763.15,18329.5,20316.3,23281.8,922.4,13848.6,9399.7,16042.6,166.1,7947.8,2040.7,23495.2,23323.4,2812.8395,-1841.0353,-227.3043,3244.6,0.0,5073.4,4889.2,4914.0,4312.9,247.7675,0.9939,0.2862,-247.2848,377.8159,-23.3172,86.0737,86.4035,0.3298,30.1812,13.791,0.0,3.03,0.0082,15.2141,0.0,1.1051,27.1261,53.5165,25.7697,20.7813,13.791,18.3318,13.722,18.2704,18.3871,24.4412,27.4318,17.6418,17.7545,13.6204,118.8743,50.7581,2.5175,3.1836,0.0233,0.8809999999999999,63.9156,4.404,3.7747,5.384,1.5304,2.5935,10.0,17.9944,20265.2,389.0,1.0639,70201.4429,1200474.0
1424,377307,SURANA SOLAR LTD.,416.2,412.4,806.6,8.4,806.6,376.7009,432.8,159.8,34.0,34.0,412.8,434.4,31.7,8.4,36.4,64.3,12.5,246.0,459.8,68.1,328.34,379.7,472.5,392.4,31.7,373.8,258.8,459.8,1.5,267.6,121.1,413.9,477.1,-108.9036,-394.6781,49.3817,8.4,0.0,14.8,12.8,32.6,39.7,159.3509,0.5034,3.841,86.8952,23.977,-10.7565,87.3651,91.9365,4.5714,8.3333,2.0183,0.0,0.0,2.9369,46.5492,0.0,31.7181,6.4611,12.3348,16.3623,3.0754,2.0183,9.5387,1.4738,1.1716,1.6134,7.6251,1.6438,0.8022,1.1046,0.7377,23.8488,7.8558,0.3717,2.6663,0.4786,0.1594,24.6089,3.2575,31.5714,19.162,0.8972,1.5021,5.0,0.1605,528.4,21.25,1.2,1011.1956,766177.0
1425,377800,INDOSOLAR LTD.,5613.1,3141.2,7486.3,-1628.4,7486.3,544.1813,491.8,8951.4,53.9,53.9,3150.7,3685.7,281.0,-1628.4,-1079.8,-200.5,-974.8,4960.7,4837.7,-798.8,3356.3,3622.7,7050.5,3139.7,281.0,6994.5,4265.5,4837.7,41.7,-8552.3,1847.6,3182.9,2950.2,-821.7837,2430.5404,-448.5568,-1628.4,0.0,-1614.8,-1628.4,-481.5,1734.9,73.642,0.6,-0.5479,209.4932,-70.8312,-39.136,44.6876,52.2757,7.5881,-23.3765,-29.0107,0.0,0.0,-1.7026,-35.1778,0.0,-66.9755,0.0,203.8558,-14.231,-29.0107,-29.0107,30.9081,-31.0534,-17.5982462241788,-15.165490044023032,0.11432241788012261,-11.6336,-11.7959,-19.4338,-10.5645,196.1045,10.9597,0.0132,0.0448,1.674436484189051,0.0072,6.9923,32.6868,6.5231,21.8156,0.6509,0.7149,10.0,-0.9479,-2732.2,14.75,1.2,5190.3363,17520145.0
1426,378125,ELECTROSTEEL STEELS LTD.,37212.7,35328.3,80117.7,-61388.5,80117.7,13400.0732,18844.8,144377.6,1984.0,1984.0,30517.1,38607.4,5341.5,-61388.5,-50573.8,4002.6,-9161.2,24092.4,107234.5,-45232.3,33323.72,36659.7,97792.6,34870.8,5341.5,61272.9,51624.3,107234.5,268.0,-128108.3,119.0,35690.4,34519.7,-5893.1766,18045.0447,-3697.7682,-61388.5,0.0,-58664.1,-61388.5,-1338.9,-2725.6,68.4335,0.3539,-0.3119,213.4473,-69.7079,-46.107,31.2059,39.4789,8.2729,-34.1836,-164.9665,0.0,-5.9086,-0.1145,-11.809,0.0,-17.8861,0.0,135.7183,-121.5507,-164.9665,-164.9665,-7.3244,-33.0383,-17.5982462241788,-15.165490044023032,0.11432241788012261,-24.6148,-31.682,-164.9417,-11.2133,173.1908,10.5281,0.061,0.1265,1.674436484189051,0.0469,68.5451,21.7004,5.8328,24.1805,0.3314,0.4687,10.0,-1.2022,6915.1,78.1,13.9574,145948.5024,52514709.0
1427,379432,MAHINDRA LOGISTICS LTD.,32267.0,32201.1,9263.1,621.9,9263.1,4400.6355,7519.8,4760.4,4993.2,4993.2,31087.2,31090.3,128.5,621.9,1050.4,1113.9,1020.3,711.4,755.4,1178.9,29638.64,31203.0,31645.1,32201.1,128.5,1743.3,310.8,755.4,38.0,2556.6,154.4,32248.4,32201.1,7073.4195,-615.3573,-167.5622,621.9,0.0,1047.3,973.7,985.4,790.1,10360.7143,3.7777,3.4411,-9.7823,112.4461,-2.2759,98.237,98.2468,0.0098,26.85,1.9274,0.0,2.4939,3.7493,10.9,0.0,0.263,29.8414,52.7526,3.6536,3.0176,1.9274,2.4486,1.8736,15.7401,16.2012,20.583,26.58,15.7401,16.2012,7.0738,24.1876,66.4007,1.4335,1.5337,0.0,0.2409,7.6455,7.0906,6.509,14.7226,47.3232,109.1008,10.0,9.7973,12050.4,654.0,1.0887,45264.0491,1285300.0
1428,379682,ASIAN HOTELS (WEST) LTD.,1543.2,1449.5,5630.6,42.0,5630.6,68.8572,491.2,252.5,93.1,93.1,1063.6,1298.4,159.5,28.3,312.9,385.9,85.3,114.6,2688.9,472.4,796.01,1220.9,1501.2,1409.1,159.5,5139.4,2385.1,2688.9,93.7,-7.1,2393.3,1543.2,1449.5,73.6381,-29.3954,-1.4427,42.0,0.0,78.1,59.3,226.4,215.9,60.7731,0.2748,0.1629,-68.6808,172.0515,7.305,70.85,86.4908,15.6408,0.9104,2.7216,0.0,0.4445,3.5351,33.7638,0.0,49.7036,3.6622,8.8908,30.6117,3.8427,2.7216,13.9904,3.1882,1.6681,1.4240000000000002,7.3201,1.7135,0.9883,0.8437,0.8762,96.0125,18.9536,0.7518,0.974,0.6741,0.4106,8.7595,17.7309,7.1571,4.797,0.5488,0.6003,10.0,11.904000000000002,3107.9,424.0,1.1,4708.2167,100398.0
1429,379683,ASIAN HOTELS (EAST) LTD.,1077.4,1021.4,9826.4,147.4,9826.4,53.9193,4310.3,225.2,65.4,65.4,833.5,833.8,54.4,119.6,187.8,187.9,187.4,115.3,2086.9,242.2,520.92,884.0,930.0,969.1,54.4,5516.1,1125.0,2086.9,54.2,565.6,566.9,1075.8,1021.4,-62.6243,72.3513,-4.227,147.4,0.0,187.5,185.7,133.5,171.4,90.7911,0.1116,-0.0092,1315.4786,-1138.6235,-171.1827,89.6237,89.6559,0.0323,3.4576,13.6811,0.0,0.0,0.7432,22.4608,0.0,0.1239,15.8134,60.8588,22.48,17.2359,13.6811,15.9087,13.7107,1.6532,1.6521,1.9211,2.1004,1.6532,1.6521,1.5279,95.8728,1.5173,3.2674,3.4316,0.0,2.9136,75.6425,16.3949,9.0635,5.5254,0.4997,0.9208,10.0,13.9229,9034.1,455.7,1.1728,4921.7929,143653.0
1430,380289,TAMBOLI CAPITAL LTD.,17.6,13844.425243445696,143.6,13.6,143.6,0.0,59.0,0.6,1879.5632660550457,1871.070374449339,2.5,2.5,626.3072172619047,6.7,15.1,-2.5,15.1,99.2,0.1,15.1,0.7,2.1,4.0,12174.53191413238,622.8142377935146,84.6,0.0,0.1,17.6,58.2,8114.080324324324,17.6,13817.893488716241,0.8163,0.3655,0.0182,13.6,0.0,15.1,15.1,-2.5,13.6,3048.2325986350343,0.1255,0.1805,30.4575,68.0264,69.5425,62.5,62.5,0.0,0.858,77.2727,0.0,0.0,0.0,0.0,0.0,0.0,9.9338,90.0662,85.7955,85.7955,77.2727,77.2727,77.2727,9.7456,9.7456,9.7456,10.8205,9.7456,9.7456,9.697,28.6713,0.0,84.1429,84.1429,0.0,79.2857,9646.4286,24.648626711362027,0.0,17.6,0.0,39.30500796429797,10.0,1.371,148.6,133.0,1.1195,1288.112,51050.0
1431,380540,SHEMAROO ENTERTAINMENT LTD.,4787.1,4764.5,7409.1,694.9,7409.1,1225.7579,6680.7,2195.0,1390.9,1390.9,3357.6,3672.4,50.6,649.1,1378.9,1406.9,1059.0,271.8,373.6,1429.5,3037.97,3391.1,4092.2,4764.5,50.6,728.4,330.3,373.6,17.5,4330.9,82.7,4787.1,4764.5,356.3754,216.9919,18.4327,694.9,0.0,1064.1,1062.4,1356.3,716.6,1442.4765,0.625,0.9868,36.6664,60.2189,3.8008,82.0488,89.7415,7.6927,60.5143,14.5161,0.0,0.0,0.1189,3.5397,0.0,22.0217,25.7083,48.6114,29.8615,22.193,14.5161,14.9694,14.5161,14.9072,14.9072,15.3727,14.8143,9.7209,9.7209,9.0725,-13.7831,20.8197,0.6004,2.8552,0.4028,0.0046,1.2486,2.8885,14.5469,12.2027,13.4023,14.117,10.0,26.8006,5190.2,595.0,1.2,15287.2912,423752.0
1432,380647,ORIENT GREEN POWER CO. LTD.,425.7,22.5,13569.3,-1315.8,13569.3,470.694,1434.5,1829.0,13.9,13.9,160.5,579.7,0.3,-1315.8,-849.9,-138.0,-325.9,7507.2,10.9,-849.6,58.68,160.1,1741.5,19.0,0.3,12134.8,0.1,10.9,231.6,-401.8,4313.0,281.3,22.5,0.6719,-266.613,-0.2589,-1315.8,0.0,-1269.1,-1315.8,-138.3,-1268.8,22500.0,0.0283,-18.2329,100.1551,-0.2524,-0.1475,9.2162,33.2874,24.0712,-1.4072,-122.8226,-671.9529,-5.4967,0.0,-0.0353,0.0,-49.3409,0.0,154.8729,-199.5772,-309.0909,-309.0909,-298.0503,-122.7871,-4.3136,-16.4328,-15.8458,-2.6766,-2.8368,-10.8067,-2.2951,2700.3131,0.969,0.2037,0.7811,0.4835,0.1067,26.9019,0.3401,0.0326,4.1612,0.0256,0.0369,10.0,-0.4601,7608.1,17.3,1.2,11785.0088,11846275.0
1433,380713,A U SMALL FINANCE BANK LTD.,21558.5,13844.425243445696,188516.5,2920.4,188516.5,0.0,7433.169679389314,9330.0,1879.5632660550457,1871.070374449339,6993.6,15265.6,532.5,2920.4,14026.4,-6993.6,3934.6,2857.0,4634.7,14558.9,3853.33,7518.2,18638.1,12174.53191413238,532.5,15538.921659981484,3803.7,4634.7,19732.7,11045.2,8114.080324324324,21558.5,13817.893488716241,16322.841,-8795.0405,-6869.0004,2920.4,0.0,5754.4,4433.5,-7526.1,4756.1,0.0,0.1506,0.0105,-1335.0092,2477.6626,1435.0092,37.5231,81.9053,44.3822,0.1994,0.0,0.0,6.3645,2.7083,3.6576,0.0,56.8175,10.393,20.0592,67.5321,20.565,13.5464,22.0614,13.5742,13.7107,13.6826,22.2832,4.1357,3.0759,3.0696,2.0441,101.6911,0.0,2.1838,2.1838,3.3486,1.8877,855.0473,24.648626711362027,0.0,5.0739,0.0,0.0,10.0,33.510999999999996,40410.9,748.4,1.0792,214070.6267,27240416.0
1434,380731,FUTURE RETAIL LTD.,201213.7,201061.4,81986.6,113.1,81986.6,53755.0481,67400.5,47001.5,2728.5,2728.5,199550.2,207342.7,534.3,113.1,7933.8,8329.9,146.9,1004.0,11227.0,8468.1,153277.5,193264.1,207919.3,184484.2,534.3,14586.1,10185.6,11227.0,143.8,7294.3,3940.9,201213.2,207880.1,16343.5554,4425.789000000002,401.7556,113.1,0.0,141.3,113.1,7795.6,675.1,1973.977,2.6585,3.3611,20.9049,77.1975,1.9997,95.9748,99.7227,3.7478,1.0216,0.0562,0.0,0.333,0.0,6.3096,0.0,92.0218,0.0,1.3356,4.2085,0.0562,0.0562,0.3355,0.063,0.449,0.4008,2.3923,0.3591,0.3098,0.2765,0.1674,100.3804,4.0482,0.1146,1.1551,0.4155,0.039,3.4663,80.0611,4.7346,21.637,23.2818,25.5748,2.0,12.0082,36862.1,638.95,1.0876,314336.8414,33389843.0
1435,380735,B S LTD.,850.0,834.2,19510.2,-7997.1,19510.2,27017.8697,16867.5,16245.6,14281.4,14281.4,1024.4,1189.3,412.6,-7997.1,-919.2,-522.4,-1086.1,441.7,4880.1,-506.6,1294.15,1508.6,8514.9,801.6,412.6,2642.7,1984.4,4880.1,13.8,-232.4,1415.2,850.0,502.0,-761.8621,-6002.4692,657.3313,-7997.1,0.0,-1084.1,-8033.7,-935.0,-671.5,42.0379,0.0438,2.559,98.2883,12.4752,-10.7148,12.0307,13.9673,1.9366,-78.7029,-940.8353,0.0,0.0,-1371.8121,-81.4449,0.0,-32.5503,7.2246,1578.5827,-59.6,-945.1412,-940.8353,-79.0,-940.8353,-17.5982462241788,-15.165490044023032,0.11432241788012261,-8.2158,-60.4938,-60.4938,-41.2094,1563.6441,84.6681,0.9104,0.9864,1.674436484189051,0.0031,12.6538,0.0597,0.5416,11.1402,0.1709,0.3809,1.0,-6.4614,1210.1,2.1,1.1429,883.3672,7181201.0
1436,380893,SMARTLINK HOLDINGS LTD.,209.7,26.7,3685.6,110.0,3685.6,0.0,2911.3,13.6,1879.5632660550457,1871.070374449339,49.6,51.1,12.8,55.7,147.3,-22.9,143.5,45.1,452.6,160.1,25.07,58.1,99.7,24.9,12.8,774.3,191.0,452.6,180.7,2769.9,95.3,207.4,26.7,-68.9677,-501.2103,47.178,110.0,0.0,145.8,144.3,-35.7,108.3,13.9791,0.0581,1.3949,95.8337,13.1869,3.8153,49.7492,51.2538,1.5045,0.7941,52.4559,0.0,0.0,0.9369,7.995,0.0,0.9369,21.4241,68.7071,76.3472,68.8126,52.4559,51.6452,51.9286,3.1802,3.2481,3.1979,4.2372,3.1801,3.248,2.9847,119.0472,0.0,20.9654,20.9704,0.0,19.814,310.9725,24.648626711362027,0.0657,12.6463,0.0644,0.168,2.0,6.4897,3446.9,137.0,1.1998,3011.5525,1547707.0
1437,380966,RANE ENGINE VALVE LTD.,3893.1,3874.6,3876.7,-170.6,3876.7,1799.6613,1607.7,1341.4,805.7,805.7,3751.2,3833.9,290.1,-190.8,-120.9,150.7,-213.7,67.2,1887.0,169.2,3113.51,4028.1,4091.0,3769.8,290.1,2269.0,1319.4,1887.0,8.4,211.4,1103.2,3887.7,3901.9,135.1948,-1124.3563,-30.9385,-170.6,0.0,-203.6,-211.0,-139.4,81.3,293.6638,1.04,-10.1756,110.2202,-13.2531,0.4123,91.694,93.7155,2.0215,-25.4405,-4.3821,0.0,0.0,4.3735,171.4539,0.0,48.8771,-23.8771,-100.8274,4.3462,-5.4198,-4.3821,2.0883,-4.5271,-11.6932,-11.3344,5.4015,-8.6674,-7.1384,-6.9193,-4.7015,97.9793,50.1151,0.718,1.1565,0.7682,0.0797,9.7591,5.2187,4.6775,3.8235,2.1691,2.8412,10.0,-3.5273,1517.8,698.9,1.1095,4465.4421,252448.0
1438,381210,R D B REALTY & INFRASTRUCTURE LTD.,235.7,202.7,1794.0,8.3,1794.0,298.9356,1322.8,736.6,288.2,288.2,197.7,219.0,5.8,8.3,73.1,47.4,53.2,172.8,52.5,78.9,194.9,203.2,269.8,201.5,5.8,471.2,22.2,52.5,32.9,560.7,96.2,235.7,245.1,-12.4559,53.306,-3.35,8.3,0.0,51.8,7.9,41.6,53.5,913.0631,0.1275,-0.3024,142.1492,-33.2158,-16.0224,73.2765,81.1712,7.8947,1.617,3.5214,0.0,0.0,55.6401,7.3511,0.0,26.9962,-0.507,10.5196,33.4748,3.3517,3.5214,22.6983,4.1578,1.0321,0.8741,5.6342,4.1365,0.762,0.6454,0.53,62.7775,21.7871,0.5529,1.7534,0.307,0.0646,86.4001,0.6797,1.2459,53.5682,2.5513,4.7085,10.0,1.0067,958.3,60.85,1.1997,1007.6222,176290.0
1439,383544,RATTANINDIA POWER LTD.,22394.8,20153.8,156734.5,-4183.8,156734.5,9764.3863,20360.3,44214.8,13285.5,13285.5,13446.9,23413.2,2391.2,-4183.8,6556.7,6706.9,-3851.6,29529.3,82653.5,8947.9,14668.26,15838.1,26578.6,20120.3,2391.2,136374.2,74243.9,82653.5,1799.0,-25762.0,65917.2,21967.2,20153.8,303.1081,6915.1026,139.3892,-4183.8,0.0,-3409.6,-4114.7,4315.7,-1512.8,27.1454,0.1447,2.4066,93.9858,4.1197,2.3581,50.593,88.0904,37.4975,-2.141,-18.682,0.0,2.7057,5.1744,26.7236,0.0,111.3814,0.7722,-46.7573,39.9553,-18.3735,-18.682,-6.7551,-20.9922,-9.6419,-8.7478,-3.1631,-3.0380000000000003,-3.6373,-3.3,-2.9804,-3.6483,65.252,0.3647,0.4242,1.6845,0.0194,28.042,1.9037,44.9632,47.2616,0.2475,0.2716,10.0,-1.1236,46073.8,8.65,1.1995,24361.7002,92460880.0
1440,383645,INDIABULLS INTEGRATED SERVICES LTD.,125.5,10.9,9981.7,22.8,9981.7,46.0275,6761.1,38.1,17.8,17.8,34.1,49.2,0.9,22.8,87.4,-26.3,71.8,3647.0,57.8,88.3,15.86,34.6,99.6,8.3,0.9,3220.6,1.8,57.8,114.1,3015.7,1.1,125.5,7.8,46.3204,-269.3943,-32.726,22.8,0.0,72.3,72.3,-27.2,34.9,605.5556,0.0137,-0.2572,105.3144,-18.108,-2.579,34.2369,49.3976,15.1606,0.6293,18.1673,0.0,0.0,0.0,1.0193,0.0,17.1008,56.0589,25.8211,70.3586,57.6096,18.1673,27.8088,18.1673,0.345,0.345,0.528,0.7867,0.2498,0.2498,0.2483,71.6226,0.2633,56.8071,56.9499,0.3398,56.475,68.5694,0.7517,0.0,5.8372,0.1785,5.1905,2.0,0.9937,8755.2,785.0,1.0999,67114.7663,1690511.0
