,co_code,company_name,listed,delisted,delist_date
3711,133729,MACRO INTERNATIONAL LTD.,1,0,
3712,133801,MADALSA INTERNATIONAL LTD.,1,1,1997-04-07
3713,133820,RISHAB FINANCIAL SERVICES LTD.,1,1,2018-05-11
3714,133937,MADHAV MARBLES & GRANITES LTD.,1,0,
3715,133986,MADHAVNAGAR COTTON MILLS LTD.,1,1,1995-06-05
3716,134049,MADHU REFOILS & CHEMICALS LTD.,1,1,2004-04-20
3717,134113,MADHUCON PROJECTS LTD.,1,0,
3718,134152,MADHUMILAN FINCORP LTD.,1,1,2004-07-02
3719,134158,MADHUMILAN SYNTEX LTD.,1,1,1997-01-22
3720,134172,MADHUR CAPITAL & FINANCE LTD.,1,0,
3721,134183,MADHUR HOUSING FINANCE LTD. [MERGED],1,1,1999-11-24
3722,134184,MADHUR INDUSTRIES LTD.,1,1,1998-12-15
3723,134283,MADHUSUDAN INDUSTRIES LTD.,1,1,1999-11-03
3724,134286,JOY REALTY LTD.,1,0,
3725,134290,CERA SANITARYWARE LTD.,1,0,
3726,134294,MADHUSUDAN SECURITIES LTD.,1,0,
3727,134351,ANIK INDUSTRIES LTD.,1,0,
3728,134378,SAFFRON INDUSTRIES LTD.,1,0,
3729,134384,MADHYAVART EXXOIL LTD.,1,1,2004-07-02
3730,134423,MADRAS ALUMINIUM CO. LTD. [MERGED],1,1,2009-06-19
3731,134435,RAMCO CEMENTS LTD.,1,0,
3732,134457,MADRAS FERTILIZERS LTD.,1,0,
3733,134469,MADRAS HI-TECH CIRCUITS LTD.,1,1,2016-08-17
3734,134496,MADRAS MOTOR FINANCE & GUARANTEE CO. LTD.,1,1,1997-09-10
3735,134506,MADRAS PETROCHEM LTD.,1,1,2016-08-17
3736,134562,MADURA COATS PVT. LTD.,1,1,2003-04-25
3737,134602,MAEGAWARE COMPUTERS PVT. LTD.,1,1,1997-02-17
3738,134616,MAESTRO MOTORS LTD.,1,1,2006-10-05
3739,134625,MAFATLAL DYES & CHEMICALS LTD.,1,1,2018-03-05
3740,134626,MAFATLAL ENGINEERING INDS. LTD.,1,1,1995-06-05
3741,134629,HYBRID FINANCIAL SERVICES LTD.,1,0,
3742,134630,MAFATLAL FINE SPG. & MFG. CO. LTD. [MERGED],1,1,1996-10-11
3743,134635,MAFATLAL INDUSTRIES LTD.,1,1,2001-06-13
3744,134637,STANROSE MAFATLAL LUBECHEM LTD.,1,0,
3745,134689,MAGAN INDUSTRIES LTD.,1,1,2017-08-23
3746,134773,MAGICO EXPORTS & CONSULTANTS LTD.,1,1,2011-02-09
3747,134777,TRIDENT TOOLS LTD.,1,0,
3748,134789,MAGMA FINCORP LTD.,1,0,
3749,134811,MAGNA ELECTRO CASTINGS LTD.,1,0,
3750,134816,MAGNA HARDTEMP LTD.,1,1,1995-06-05
3751,134817,MAGNA INDUSTRIES & EXPORTS LTD.,1,1,2018-05-11
3752,134838,MAGNANIMOUS TRADE & FINANCE LTD.,1,0,
3753,134884,MAGNETIC STEELS INTL. LTD.,1,1,1990-05-25
3754,134886,MAGNETIX (INDIA) LTD.,1,1,2004-04-20
3755,134957,MAGNUM LTD.,1,0,
3756,134966,MAGNUM VENTURES LTD.,1,0,
3757,135012,MAGNUS RUBBER INDS. LTD.,1,1,2017-08-23
3758,135072,MAHA CHEMICALS LTD.,1,1,2002-07-03
3759,135087,MAHA RASHTRA APEX CORPN. LTD.,1,0,
3760,135099,MAHAAN FOODS LTD.,1,0,
3761,135174,MAHADEV CORPORATION (INDIA) LTD.,1,1,1997-10-15
3762,135187,MAHADEV INDUSTRIES LTD.,1,1,1997-10-15
3763,135226,SHREE MAHAGANESH TEXPRO LTD.,1,1,2017-05-29
3764,135403,MAHALAXMI RUBTECH LTD.,1,0,
3765,135405,MAHALAXMI SEAMLESS LTD.,1,0,
3766,135448,MILLENNIUM ONLINE SOLUTIONS (INDIA) LTD.,1,0,
3767,135467,MAHAN INDUSTRIES LTD.,1,0,
3768,135491,MAHANAGAR GAS LTD.,1,0,
3769,135496,MAHANAGAR TELEPHONE NIGAM LTD.,1,0,
3770,135511,MAHANIVESH (INDIA) LTD.,1,0,
3771,135590,MAHARAJA SHREE UMAID MILLS LTD.,1,1,2015-02-02
3772,135651,MAHARASHTRA ELEKTROSMELT LTD. [MERGED],1,1,2011-09-30
3773,135657,MAHARASHTRA EXPLOSIVES LTD.,1,1,2017-01-20
3774,135675,MAHARASHTRA CORPORATION LTD.,1,0,
3775,135690,M M P INDUSTRIES LTD.,1,0,
3776,135706,MAHARASHTRA POLYBUTENES LTD.,1,1,2018-05-11
3777,135715,MAHARASHTRA SCOOTERS LTD.,1,0,
3778,135716,MAHARASHTRA SEAMLESS LTD.,1,0,
3779,135753,MAHARASHTRA WELDAIDS LTD. [MERGED],1,1,1995-07-20
3780,135799,MAHASAGAR TRAVELS LTD.,1,0,
3781,135825,MAHASHREE TRADING LTD.,1,0,
3782,135862,MAHAVEER INFOWAY LTD.,1,0,
3783,135929,MAHAVIR IMPEX LTD.,1,1,2018-08-21
3784,135967,VARDHMAN TEXTILES LTD.,1,0,
3785,135991,MAHAVIRA FOODS LTD.,1,1,2004-07-02
3786,136043,MAHENDRA CEMENTS LTD.,1,1,2017-05-29
3787,136092,MAHENDRA PETROCHEMICALS LTD.,1,1,1999-03-17
3788,136135,MAHESH AGRICULTURAL IMPLEMENTS & STEEL FORGINGS LTD.,1,1,2018-07-04
3789,136291,M B L INFRASTRUCTURES LTD.,1,0,
3790,136332,MAHESHWARI MILLS LTD.,1,1,2004-04-20
3791,136337,MAHESHWARI NUTRIENTS LTD.,1,1,1997-02-17
3792,136346,MAHESHWARI PROTEINS LTD.,1,1,2004-04-20
3793,136443,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,1,0,
3794,136444,MAHINDRA & MAHINDRA LTD.,1,0,
3795,136451,MAHINDRA C I E AUTOMOTIVE LTD.,1,0,
3796,136461,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,1,0,
3797,136476,MAHINDRA NISSAN ALLWYN LTD. [MERGED],1,1,1996-01-23
3798,136491,MAHINDRA UGINE STEEL CO. LTD. [MERGED],1,1,2014-12-23
3799,136494,TECH MAHINDRA LTD.,1,0,
3800,136570,MAIKAAL FIBRES LTD.,1,1,2000-05-27
3801,136636,MAITHAN ALLOYS LTD.,1,0,
3802,136701,MAJESTIC AUTO LTD.,1,1,2002-01-19
3803,136716,MAJESTIC INDUSTRIES LTD.,1,1,1997-07-08
3804,136728,GLOBAL LAND MASTERS CORPN. LTD.,1,0,
3805,136755,SYLPH TECHNOLOGIES LTD.,1,0,
3806,136809,MAKAN AGRO OILS LTD.,1,1,1997-02-17
3807,136862,MAKERS LABORATORIES LTD.,1,0,
3808,136992,MALABAR BUILDING PRODUCTS LTD. [MERGED],1,1,2006-04-27
3809,137033,MALABAR TRADING CO. LTD.,1,0,
3810,137072,MALANPUR LEATHERS LTD.,1,1,2004-07-02
3811,137073,MALANPUR STEEL LTD. [MERGED],1,1,2012-09-04
3812,137080,FORTIS MALAR HOSPITALS LTD.,1,0,
3813,137356,MALLCOM (INDIA) LTD.,1,0,
3814,137443,LYPSA GEMS & JEWELLERY LTD.,1,0,
3815,137505,EFFINGO TEXTILE & TRADING LTD.,1,0,
3816,137511,MALU PAPER MILLS LTD.,1,0,
3817,137526,MALVICA ENGINEERING LTD.,1,1,2017-05-29
3818,137539,MALVIKA STEEL LTD.,1,1,2018-01-31
3819,137554,MALWA COTTON SPG. MILLS LTD.,1,1,2018-09-11
3820,137592,MALWALA OILS LTD.,1,1,1995-06-05
3821,137672,MAMTA STEELS LTD.,1,1,2004-04-20
3822,137688,MAN INDUSTRIES (INDIA) LTD.,1,0,
3823,137706,MAN-MADE SPINNERS (INDIA) LTD.,1,1,2004-07-02
3824,137790,MANALI PETROCHEMICALS LTD.,1,0,
3825,137828,MANAPPURAM FINANCE LTD.,1,0,
3826,137912,MANAV PHARMA LTD.,1,1,2017-05-29
3827,137920,S & T CORPORATION LTD.,1,0,
3828,138063,MANDHANA INDUSTRIES LTD.,1,0,
3829,138102,MANDOVI PELLETS LTD. [MERGED],1,1,2005-01-18
3830,138113,PARAB INFRA LTD.,1,0,
3831,138118,MANDU INDUSTRIES LTD. [MERGED],1,1,2016-11-22
3832,138225,MANGAL KNITS LTD.,1,1,2004-04-20
3833,138232,MANGAL PROCESSING MILLS LTD.,1,1,2002-07-03
3834,138278,MANGALAM CEMENT LTD.,1,0,
3835,138286,MANGALAM DRUGS & ORGANICS LTD.,1,0,
3836,138305,MANGALAM INDUSTRIAL FINANCE LTD.,1,0,
3837,138335,MANGALAM TIMBER PRODUCTS LTD.,1,0,
3838,138378,MANGALORE CHEMICALS & FERTILIZERS LTD.,1,0,
3839,138385,MANGALORE REFINERY & PETROCHEMICALS LTD.,1,0,
3840,138394,MANGALWEDHE SUN-SOYA LTD.,1,0,
3841,138397,MANGALYA SOFT-TECH LTD.,1,0,
3842,138401,M O I L LTD.,1,0,
3843,138722,MANIPAL FINANCE CORPN. LTD.,1,0,
3844,138914,MANIYAR PLAST LTD.,1,0,
3845,138925,MANJEERA CONSTRUCTIONS LTD.,1,0,
3846,139000,MANJUSHREE TECHNOPACK LTD.,1,1,2015-03-24
3847,139083,MANNA GLASS-TECH INDS. LTD.,1,1,2017-08-23
3848,139221,INDIA HOME LOAN LTD.,1,0,
3849,139307,RAAJ MEDISAFE INDIA LTD.,1,0,
3850,139337,MANOR FLOATEL LTD.,1,1,1997-02-17
3851,139371,MANOWAY INVESTMENTS PVT. LTD.,1,1,2004-07-02
3852,139389,MANRAJ HOUSING FINANCE LTD.,1,0,
3853,139421,MANSAROVAR BOTTLING CO. LTD. [MERGED],1,1,1998-02-28
3854,139432,MANSAROVAR PAPER & INDS. LTD.,1,1,2017-05-29
3855,139478,MANSI FINANCE (CHENNAI) LTD.,1,0,
3856,139499,MANSINGHKA OIL PRODUCTS LTD.,1,1,2017-05-29
3857,139521,MANSOON TRADING CO. LTD.,1,0,
3858,139532,MANSUKH INDUSTRIES LTD.,1,1,2016-08-31
3859,139583,ACME RESOURCES LTD.,1,0,
3860,139644,S R S REAL INFRASTRUCTURE LTD.,1,0,
3861,139685,MANUGRAPH INDIA LTD.,1,0,
3862,139705,MANVIJAY DEVELOPMENT CO. LTD.,1,0,
3863,139757,MAPLE CIRCUITS LTD.,1,1,1995-06-05
3864,139766,MAPLLE INFRAPROJECTS LTD.,1,0,
3865,139799,MAPRO INDUSTRIES LTD.,1,0,
3866,139825,ONTIC FINSERVE LTD.,1,0,
3867,139826,MARAL OVERSEAS LTD.,1,0,
3868,139868,MARATHWADA ALLOY STEELS CO. LTD.,1,1,1995-06-05
3869,139884,MARATHWADA REFRACTORIES LTD.,1,0,
3870,139994,MARDIA CHEMICALS LTD.,1,1,2005-09-26
3871,139996,MARDIA COPPER PRODUCTS LTD.,1,1,2004-04-20
3872,139998,MARDIA EXTRUSIONS LTD. [MERGED],1,1,2002-10-21
3873,140010,MARDIA SAMYOUNG CAPILLARY TUBES CO. LTD.,1,0,
3874,140013,MARDIA STEEL LTD.,1,1,2016-08-31
3875,140029,MARG LTD.,1,0,
3876,140031,MARG PROJECTS & INFRASTRUCTURE LTD.,1,0,
3877,140036,MARG TECHNO PROJECTS LTD.,1,0,
3878,140097,MARICO LTD.,1,0,
3879,140119,GREENCREST FINANCIAL SERVICES LTD.,1,0,
3880,140159,MARINE CARGO CO. LTD.,1,1,2017-05-29
3881,140214,MARIS SPINNERS LTD.,1,0,
3882,140268,MARK OMEGA ORGANIC INDS. LTD.,1,1,1997-02-17
3883,140296,MARKET CREATORS LTD.,1,0,
3884,140384,MARMAGOA STEEL LTD.,1,0,
3885,140548,MARSONS LTD.,1,0,
3886,140549,ADVANCE POWERINFRA TECH LTD.,1,0,
3887,140550,MARSON'S TEXTILES LTD.,1,1,2004-07-02
3888,140576,MARTIN BURN FINANCE LTD. [MERGED],1,1,1998-01-12
3889,140577,MARTIN BURN LTD.,1,0,
3890,140655,PINE ANIMATION LTD.,1,0,
3891,140722,MARUTI COTTEX LTD.,1,1,2004-07-02
3892,140727,ADITRI INDUSTRIES LTD.,1,0,
3893,140752,MARUTI INDUSTRIAL CARBOHYDRATES LTD.,1,1,2004-04-20
3894,140753,MARUTI INFRASTRUCTURE LTD.,1,0,
3895,140784,MARUTI ORGANICS LTD.,1,1,2004-07-26
3896,140796,MARUTI PLASTICS LTD.,1,1,2004-07-02
3897,140810,MARUTI SECURITIES LTD.,1,0,
3898,140818,MARUTI SYNTEX (INDIA) LTD.,1,1,2002-07-03
3899,140822,MARUTI TELSTAR INDS. LTD.,1,1,2016-12-13
3900,140829,MARUTI SUZUKI INDIA LTD.,1,0,
3901,140845,MARVEL CAPITAL & FINANCE (INDIA) LTD.,1,1,2018-07-04
3902,140871,MARVEL INDUSTRIES LTD.,1,1,2017-01-20
3903,140905,MARVEL VINYLS LTD.,1,0,
3904,141051,MASCON GLOBAL LTD.,1,1,2018-03-05
3905,141081,CAPGEMINI TECHNOLOGY SERVICES INDIA LTD.,1,1,2008-02-04
3906,141117,MASK INVESTMENTS LTD.,1,0,
3907,141201,MASTEK LTD.,1,0,
3908,141218,MASTER CHEMICALS LTD.,1,0,
3909,141273,VAISHNAVI GOLD LTD.,1,0,
3910,141303,MASTER TRUST LTD.,1,0,
3911,141455,M P I L CORPN. LTD.,1,1,2001-09-29
3912,141457,WILO MATHER & PLATT PUMPS PVT. LTD.,1,1,2009-02-03
3913,141471,MATHEW EASOW RESEARCH SECURITIES LTD.,1,0,
3914,141598,MYLAN LABORATORIES LTD.,1,1,2009-08-21
3915,141626,ABANS ENTERPRISES LTD.,1,0,
3916,141661,PANASONIC ENERGY INDIA CO. LTD.,1,1,2002-01-18
3917,141662,PANASONIC A V C NETWORKS INDIA CO. LTD.,1,1,2007-12-14
3918,141710,MATUSHREE TEXTILES LTD.,1,1,2004-07-02
3919,141753,MAURIA UDYOG LTD.,1,0,
3920,141801,MAVENS BIOTECH LTD.,1,1,2017-03-31
3921,141851,MAX FINANCIAL SERVICES LTD.,1,0,
3922,141852,MAX INDIA LTD. [MERGED],1,1,1993-07-09
3923,141943,MAXIMAA SYSTEMS LTD.,1,0,
3924,142004,V I P CLOTHING LTD.,1,0,
3925,142015,MAXWORTH COUNTRY (INDIA) LTD.,1,1,2004-07-02
3926,142031,MAXWORTH ORCHARDS (INDIA) LTD.,1,1,1997-10-15
3927,142032,MAXWORTH ORCHARDS INTL. LTD.,1,1,2002-07-03
3928,142066,MAYA AGRO PRODUCTS LTD.,1,1,2017-01-20
3929,142103,MAYA RASAYAN LTD.,1,1,2018-07-04
3930,142107,MAYA SPINNERS LTD.,1,1,2017-05-29
3931,142145,MAYANK HOTELS LTD.,1,1,2016-08-17
3932,142183,MAYAR FINANCE LTD. [MERGED],1,1,1998-12-24
3933,142249,MAYO HOSPITALS LTD.,1,1,2001-12-03
3934,142276,I L & F S ENGG. & CONSTRUCTION CO. LTD.,1,0,
3935,142284,MAYUKH DEALTRADE LTD.,1,0,
3936,142323,MAYUR FLOORINGS LTD.,1,0,
3937,142338,MAYUR LEATHER PRODUCTS LTD.,1,0,
3938,142382,MAYUR UNIQUOTERS LTD.,1,0,
3939,142387,MAYURA ALLOY INDS. LTD.,1,1,2004-07-02
3940,142455,MAZDA ENTERPRISES LTD.,1,1,1997-02-17
3941,142456,MAZDA FABRIC PROCESSORS LTD.,1,1,2004-04-20
3942,142460,MAZDA INDUSTRIES & LEASING LTD.,1,1,1997-10-14
3943,142464,MAZDA LTD.,1,0,
3944,142468,MAZDA PROPERTIES LTD.,1,1,2018-05-11
3945,142471,MAZDA TEXTILE INDS. LTD.,1,1,1997-02-17
3946,142526,UNITED SPIRITS LTD.,1,0,
3947,142527,MCDOWELL & CO. LTD. [MERGED],1,1,2001-06-29
3948,142550,MCLEOD RUSSEL (INDIA) LTD. [MERGED],1,1,1997-06-27
3949,142553,MCNALLY BHARAT ENGG. CO. LTD.,1,0,
3950,142561,SAMYAK INTERNATIONAL LTD.,1,0,
3951,142600,MECA QUILTS LTD.,1,1,2004-07-02
3952,142754,MEDI-CAPS LTD.,1,1,1999-03-17
3953,142780,MEDIA MATRIX WORLDWIDE LTD.,1,0,
3954,142800,NOESIS INDUSTRIES LTD.,1,0,
3955,142847,MEDICAMEN BIOTECH LTD.,1,0,
3956,142879,MEDICO REMEDIES LTD.,1,0,
3957,142892,MEDICORP TECHNOLOGIES INDIA LTD. [MERGED],1,1,2003-08-07
3958,142935,MEDINOVA DIAGNOSTIC SERVICES LTD.,1,0,
3959,143025,MEEKAN TRANSMISSIONS LTD.,1,1,2000-07-18
3960,143076,MEENAKSHI ENTERPRISES LTD.,1,0,
3961,143106,MEENAKSHI STEEL INDS. LTD.,1,0,
3962,143216,VISHVAS PROJECTS LTD.,1,0,
3963,143217,MEFCOM CAPITAL MARKETS LTD.,1,0,
3964,143237,OSWAL MINERALS LTD.,1,0,
3965,143242,MEGA CORPORATION LTD.,1,0,
3966,143257,MEGA FIN (INDIA) LTD.,1,0,
3967,143377,MEGASOFT LTD.,1,0,
3968,143561,MEGHMANI ORGANICS LTD.,1,0,
3969,143640,MEHAR DAIRY INDS. LTD.,1,1,1997-08-22
3970,143684,MEHER PHARMA (INDIA) LTD.,1,1,1992-02-20
3971,143818,MEHTA CAPLEASE LTD.,1,1,2004-07-02
3972,143862,MEHTA HOUSING FINANCE LTD.,1,0,
3973,143870,MEHTA INTEGRATED FINANCE LTD.,1,0,
3974,143912,MEHTA RUBBER CHEMICALS LTD.,1,1,2017-08-23
3975,143918,MEHTA SECURITIES LTD.,1,0,
3976,143921,MEHTA SULFITES (INDIA) LTD.,1,1,2016-08-17
3977,144080,MELSTAR INFORMATION TECHNOLOGIES LTD.,1,0,
3978,144086,MELTEC METAL POWDER (INDIA) LTD.,1,1,1995-06-05
3979,144099,MELTRON SEMICONDUCTORS LTD.,1,1,2008-02-22
3980,144102,MELVILLIE FINNVEST LTD.,1,1,1997-02-17
3981,144194,MENON BEARINGS LTD.,1,0,
3982,144204,MENON PISTONS LTD.,1,0,
3983,144283,MERCARD LTD.,1,1,2004-01-14
3984,144285,MERCATOR LTD.,1,0,
3985,144362,SHREE METALLOYS LTD.,1,0,
3986,144366,MERCURY FUND MGMT. CO. LTD.,1,1,2004-04-20
3987,144376,MERCURY LABORATORIES LTD.,1,0,
3988,144386,MERCURY METALS LTD.,1,0,
3989,144392,MERCURY PHYTOCHEM LTD.,1,1,2004-07-02
3990,144402,MERCURY TRADE LINKS LTD.,1,0,
3991,144486,MERIND LTD.,1,1,1999-03-31
3992,144602,MERRY SHAREFIN LTD.,1,1,2004-04-20
3993,144611,MERTINEZ ENTEX INDS. LTD.,1,1,2004-04-20
3994,144626,ARCH PHARMALABS LTD.,1,1,2006-07-11
3995,144649,MESCO PHARMACEUTICALS LTD.,1,1,2000-03-01
3996,144743,METAL BOX INDIA LTD.,1,1,1996-04-02
3997,144746,METAL COATINGS (INDIA) LTD.,1,0,
3998,144841,METALMAN INDUSTRIES LTD.,1,1,2000-03-01
3999,144953,METLEX CERAMICS LTD.,1,1,2004-04-20
4000,145085,METROCHEM INDUSTRIES LTD. [MERGED],1,1,2002-01-19
4001,145101,METROPOLI OVERSEAS LTD.,1,0,
4002,145177,BRAHMAPUTRA INFRAPROJECT LTD. [MERGED],1,1,2013-05-17
4003,145179,MEWAR MARBLES LTD.,1,1,2004-07-02
4004,145182,MEWAR POLYTEX LTD.,1,1,2017-01-06
4005,145195,MEWAT ZINC LTD.,1,0,
4006,145263,MICAM LEATHER EXPORTS LTD.,1,1,2002-07-03
4007,145324,MICRO ACCESSORIES INDIA LTD.,1,1,1995-06-05
4008,145349,MICRO ENERGY (INDIA) LTD.,1,1,2018-05-11
4009,145367,MICRO FORGE (INDIA) LTD.,1,1,2017-12-01
4010,145399,MICRO PLANTAE LTD.,1,1,1997-10-11
4011,145425,MICRO TECHNOLOGIES (INDIA) LTD.,1,1,2018-07-02
4012,145517,MICRON CHEMICALS LTD.,1,1,2004-07-02
4013,145552,MICROSE INDIA LTD.,1,0,
4014,145601,MID EAST PORTFOLIO MGMT. LTD.,1,0,
4015,145605,MID INDIA INDS. LTD.,1,1,1999-07-10
4016,145617,NEXT MEDIAWORKS LTD.,1,0,
4017,145622,MID-INDIA OILS & EXPORTS LTD.,1,1,1996-04-02
4018,145670,MIDAS PHARMASEC LTD. [MERGED],1,1,2011-08-03
4019,145714,MIDEAST (INDIA) LTD.,1,1,2000-10-05
4020,145718,MIDEAST INTEGRATED STEELS LTD.,1,1,2000-05-27
4021,145727,MIDFIELD INDUSTRIES LTD.,1,1,2017-12-01
4022,145758,MIDLAND INDUSTRIES LTD.,1,1,2004-07-02
4023,145765,MIDLAND PLASTICS LTD.,1,1,2017-08-23
4024,145766,MIDLAND POLYMERS LTD.,1,0,
4025,145786,N H C FOODS LTD.,1,0,
4026,145816,MIDWEST IRON & STEEL CO. LTD.,1,1,2004-07-02
4027,145838,MIG-WELD & MACHINES LTD.,1,1,2010-05-21
4028,145860,MIHIJAM VANASPATI LTD.,1,1,2018-05-11
4029,145861,MIHIKA INDUSTRIES LTD.,1,0,
4030,145900,MIKADO TEXTILE INDS. LTD.,1,1,2017-01-20
4031,146042,MILESTONE ORGANIC LTD. [MERGED],1,1,2008-10-16
4032,146057,MILGREY ENTERTAINMENT LTD.,1,0,
4033,146102,MILK SPECIALITIES LTD.,1,0,
4034,146104,MILKFOOD LTD.,1,0,
4035,146127,SKYLINE MILLARS LTD.,1,0,
4036,146200,MILLENNIUM CYBERTECH LTD.,1,1,2018-07-04
4037,146229,MILLENNIUM LABORATORIES LTD.,1,1,1999-12-09
4038,146320,MILTON INDUSTRIES LTD.,1,0,
4039,146321,M P L PLASTICS LTD.,1,1,2002-01-19
4040,146372,MINAL INDUSTRIES LTD.,1,0,
4041,146415,MINAXI TEXTILES LTD.,1,0,
4042,146437,MINDA FINANCE LTD.,1,0,
4043,146438,MINDA CORPORATION LTD.,1,0,
4044,146439,MINDA INDUSTRIES LTD.,1,0,
4045,146456,MINDTECK (INDIA) LTD.,1,0,
4046,146460,MINDTREE LTD.,1,0,
4047,146522,MINHAS STEELS LTD.,1,1,2004-04-20
4048,146529,MINI DIAMONDS (INDIA) LTD.,1,0,
4049,146543,MINI SOFT LTD.,1,1,2018-05-11
4050,146610,MINOLTA FINANCE LTD.,1,0,
4051,146638,MINTAGE ELECTRO EQUIPMENT LTD.,1,1,2018-03-05
4052,146673,MIPCO INVESTMENTS PVT. LTD.,1,1,2007-10-04
4053,146674,MIPCO SEAMLESS RINGS (GUJARAT) LTD.,1,0,
4054,146797,MIRC ELECTRONICS LTD.,1,0,
4055,146799,MIRCH TECHNOLOGIES (INDIA) LTD.,1,0,
4056,146833,MIRZA INTERNATIONAL LTD.,1,0,
4057,146859,MISHRA DHATU NIGAM LTD.,1,0,
4058,146980,MITCON CONSULTANCY & ENGG. SERVICES LTD.,1,0,
4059,147038,MITHILA STEEL INDS. LTD.,1,1,2004-04-20
4060,147122,MITSU CHEM PLAST LTD.,1,0,
4061,147145,MITSUGEN GLAZES LTD.,1,1,1995-06-05
4062,147261,SCAN STEELS LTD.,1,0,
4063,147380,MOBILE TELECOMMUNICATIONS LTD.,1,0,
4064,147460,MODEL FINANCIAL CORPN. LTD.,1,1,2017-08-23
4065,147490,MODELLA WOOLLENS LTD.,1,0,
4066,147527,MODERN CEMENT INDS. LTD.,1,1,2016-08-17
4067,147535,MODERN CONVERTERS LTD.,1,0,
4068,147539,MODERN DAIRIES LTD.,1,0,
4069,147543,MODERN DENIM LTD.,1,1,2000-02-29
4070,147607,MODERN INSULATORS LTD.,1,1,2000-03-01
4071,147625,MODERN MALLEABLES LTD.,1,1,2000-03-01
4072,147633,MODERN INDIA LTD.,1,0,
4073,147671,MODERN SHARES & STOCKBROKERS LTD.,1,0,
4074,147679,MODERN STEELS LTD.,1,0,
4075,147683,MODERN SYNTEX (INDIA) LTD.,1,1,1997-10-15
4076,147688,MODERN TERRY TOWELS LTD. [MERGED],1,1,2000-02-23
4077,147693,MODERN THREADS (INDIA) LTD.,1,0,
4078,147729,MODEX INTERNATIONAL SECURITIES LTD.,1,0,
4079,147749,LORDS CHLORO ALKALI LTD.,1,1,2000-03-01
4080,147759,MODI CARPETS LTD.,1,1,1995-06-05
4081,147787,MODI HOOVER INTL. LTD.,1,0,
4082,147792,MODI INDUSTRIES LTD.,1,1,1995-06-05
4083,147825,MODI RUBBER LTD.,1,0,
4084,147838,MODI TELE FIBRES LTD.,1,1,1997-10-02
4085,147846,PINCON LIFESTYLE LTD.,1,0,
4086,147853,MODI XEROX LTD. [MERGED],1,1,2000-02-18
4087,147873,SPICEJET LTD.,1,1,1999-07-21
4088,147878,MODIPON LTD.,1,1,2000-08-12
4089,147887,MODISON METALS LTD.,1,0,
4090,147889,MODISTONE LTD.,1,1,2016-08-17
4091,147976,MOH LTD.,1,1,2018-03-05
4092,148051,MOHAN FIBRE PRODUCTS LTD.,1,1,2004-02-03
4093,148094,MOHAN MEAKIN LTD.,1,1,2005-08-12
4094,148201,SHREESHAY ENGINEERS LTD.,1,0,
4095,148208,MOHATTA & HECKEL LTD.,1,1,2016-08-17
4096,148251,MOHINDRA FASTENERS LTD.,1,1,2004-07-02
4097,148256,NUWAY ORGANIC NATURALS INDIA LTD.,1,0,
4098,148317,MOHIT INDUSTRIES LTD.,1,0,
4099,148326,MOHIT PAPER MILLS LTD.,1,0,
4100,148404,MOIRA WIRES LTD.,1,1,2004-07-02
4101,148438,MOLD-TEK TECHNOLOGIES LTD.,1,0,
4102,148542,MONALISA INFOTECH LTD.,1,1,2017-12-01
4103,148575,MONARCH DYESTUFFS INDS. & EXPORTS LTD.,1,1,2004-07-02
4104,148657,MONESHI AGRO INDS. LTD.,1,1,2017-05-29
4105,148689,MONEY MASTERS LEASING & FINANCE LTD.,1,0,
4106,148711,MONEYCARE FINANZ LTD.,1,1,2016-08-17
4107,148763,MONICA ELECTRONICS LTD.,1,1,2000-05-31
4108,148834,MONNET INDUSTRIES LTD.,1,0,
4109,148837,MONNET ISPAT & ENERGY LTD.,1,0,
4110,148892,PODDAR HOUSING & DEVP. LTD.,1,0,
4111,148893,CHAMPION FINSEC LTD.,1,1,2018-07-04
4112,148900,MONOTYPE INDIA LTD.,1,0,
4113,148902,MONOZYME INDIA LTD.,1,1,2017-12-01
4114,148911,MONSANTO INDIA LTD.,1,0,
4115,148951,MONTANA INTERNATIONAL LTD.,1,1,1997-02-17
4116,148959,MONTARI INDUSTRIES LTD.,1,1,1997-10-15
4117,148961,MONTARI LEATHER LTD.,1,1,2017-01-20
4118,149107,MOOLCHAND EXPORTS LTD.,1,1,2016-08-31
4119,149129,ICON BIOPHARMA & HEALTHCARE LTD.,1,0,
4120,149173,M B I INTERCORP LTD.,1,1,2018-07-04
4121,149183,MOONGIPA CAPITAL FINANCE LTD.,1,0,
4122,149191,MOONGIPA SECURITIES LTD.,1,0,
4123,149243,MAESTROS MEDILINE SYSTEMS LTD.,1,1,2018-05-11
4124,149319,FUTURISTIC SOLUTIONS LTD.,1,0,
4125,149329,MORARJEE TEXTILES LTD.,1,0,
4126,149331,PENINSULA LAND LTD.,1,0,
4127,149335,MORARKA FINANCE LTD.,1,0,
4128,149368,BLUE COAST HOTELS LTD.,1,0,
4129,149369,MOREPEN LABORATORIES LTD.,1,0,
4130,149403,MORGAN INDUSTRIES LTD.,1,1,2018-07-04
4131,149437,MORINDA OVERSEAS INDS. LTD.,1,0,
4132,149516,MORYO INDUSTRIES LTD.,1,0,
4133,149531,MOSCHIP SEMICONDUCTOR TECHNOLOGY LTD.,1,0,
