,co_code,company_name,listed,delisted,delist_date
1128,43596,CENTRON INDUSTRIAL ALLIANCE LTD.,1,0,
1129,43600,CENTRUM CAPITAL LTD.,1,0,
1130,43618,CENTURION BANK OF PUNJAB LTD. [MERGED],1,1,2008-06-09
1131,43634,ARUNJYOTI BIO VENTURES LTD.,1,0,
1132,43677,CENTURY ENKA LTD.,1,0,
1133,43681,CENTURY EXTRUSIONS LTD.,1,0,
1134,43709,MERINO INDUSTRIES LTD.,1,1,2004-04-08
1135,43729,CENTURY PLYBOARDS (INDIA) LTD.,1,0,
1136,43738,CENTURY PROTEINS LTD.,1,1,2002-07-03
1137,43744,CENTURY SHEET METAL LTD.,1,1,2004-04-20
1138,43750,CENTURY TEXTILES & INDS. LTD.,1,0,
1139,43754,CENTURY TUBES LTD.,1,1,2002-07-03
1140,43774,CEPHAM MILK SPECIALITIES LTD.,1,1,2016-11-22
1141,43775,CEPHAM ORGANICS LTD.,1,1,2004-04-20
1142,43776,CEPHAM PHARMACEUTICALS LTD.,1,1,2004-07-02
1143,43807,CEREBRA INTEGRATED TECHNOLOGIES LTD.,1,0,
1144,43832,CETEX PETROCHEMICALS LTD. [MERGED],1,1,1991-12-09
1145,43834,CETHAR INDUSTRIES LTD.,1,1,2018-05-11
1146,43903,CHADHA PAPERS LTD.,1,0,
1147,43931,CHAIN IMPEX LTD.,1,1,2017-05-29
1148,43961,V K S PROJECTS LTD.,1,1,2018-09-11
1149,44030,CHAKAN VEGOILS LTD.,1,1,2017-05-29
1150,44042,CIGNITI TECHNOLOGIES LTD.,1,0,
1151,44169,CHAMAK HOLDINGS LTD.,1,0,
1152,44185,CHAMAN LAL SETIA EXPORTS LTD.,1,0,
1153,44215,CHAMBAL BREWERIES & DISTILLERIES LTD.,1,0,
1154,44220,CHAMBAL FERTILISERS & CHEMICALS LTD.,1,0,
1155,44260,INDAGE VINTNERS LTD.,1,1,2018-03-05
1156,44262,INDAGE RESTAURANTS & LEISURE LTD.,1,1,2017-12-01
1157,44281,CHAMPDANY INDUSTRIES LTD. [MERGED],1,1,2006-10-05
1158,44390,WEIZMANN FOREX LTD.,1,0,
1159,44441,CHAND VANASPATI LTD.,1,1,1997-02-17
1160,44665,CHANDNI TEXTILES ENGG. INDS. LTD.,1,0,
1161,44742,CHANDRA PRABHU INTL. LTD.,1,0,
1162,44760,CHANDRA SYNTHETICS LTD.,1,1,2004-07-02
1163,44926,REGENT ENTERPRISES LTD.,1,0,
1164,44928,CHANDRIMA MERCANTILES LTD.,1,0,
1165,44984,ANTARIKSH INDUSTRIES LTD.,1,0,
1166,44992,IRIS MEDIAWORKS LTD.,1,0,
1167,45169,CHARMINAR BREWERIES LTD. [MERGED],1,1,2002-07-03
1168,45175,CHARMINAR GRANITES EXPORTS LTD.,1,1,2017-08-23
1169,45179,CHARMINAR STEELS LTD.,1,1,2004-07-02
1170,45191,CHARMS INDUSTRIES LTD.,1,0,
1171,45214,CHARTERED CAPITAL & INVST. LTD.,1,0,
1172,45216,CHARTERED LOGISTICS LTD.,1,0,
1173,45264,CHASE BRIGHT STEEL LTD.,1,0,
1174,45635,CHEMBOND CHEMICALS LTD.,1,0,
1175,45657,STANDARD SHOE SOLE & MOULD (INDIA) LTD.,1,0,
1176,45665,CHEMECH LABORATORIES LTD.,1,1,2002-07-03
1177,45690,CHEMFAB ALKALIS LTD. [MERGED],1,1,2017-05-26
1178,45743,CHEMICOAT LTD.,1,1,1995-06-05
1179,45757,CHEMIEQUIP LTD.,1,1,2004-07-02
1180,45758,CHEMISYNTH (VAPI) LTD.,1,0,
1181,45771,CHEMINOR DRUGS LTD. [MERGED],1,1,2001-01-18
1182,45833,CHEMO-PHARMA LABORATORIES LTD.,1,0,
1183,45848,CHEMOX CHEMICAL INDS. LTD.,1,1,2016-08-31
1184,45849,CHEMOX LABORATORIES LTD.,1,1,2016-11-22
1185,45850,CHEMOX SECURITIES LTD.,1,1,1996-06-21
1186,45862,CHEMPLAST SANMAR LTD.,1,1,2012-06-25
1187,45898,CHEMTECH INDUSTRIAL VALVES LTD.,1,0,
1188,45937,CHENDUR FORGE EXPORTS LTD. [MERGED],1,1,1996-06-17
1189,46009,CHENNAI PETROLEUM CORPN. LTD.,1,0,
1190,46057,CHERAN CONSTRUCTIONS LTD.,1,1,2004-04-20
1191,46091,CHERRY FASHIONS LTD.,1,1,2004-07-02
1192,46100,CHERRY MERCANTILE CO. LTD.,1,1,2004-07-02
1193,46134,CHESLIND TEXTILES LTD. [MERGED],1,1,2015-05-21
1194,46149,CHETAK CONSTRUCTIONS LTD.,1,1,1995-06-05
1195,46165,CHETAK SPINTEX LTD.,1,1,2017-05-29
1196,46281,TOYAM INDUSTRIES LTD.,1,0,
1197,46286,CHETTINAD CEMENT CORPN. PVT. LTD.,1,1,2013-06-07
1198,46309,CHEVIOT CO. LTD.,1,0,
1199,46357,CHHABRA SPINNERS LTD.,1,0,
1200,46407,CHHATAR EXTRACTIONS LTD.,1,1,1997-02-17
1201,46428,CHHATTAR INDUSTRIES LTD.,1,1,2004-07-02
1202,46516,CHICAGO PNEUMATIC INDIA LTD. [MERGED],1,1,2001-01-19
1203,46523,CHICAGO SOFTWARE INDS. LTD.,1,1,2017-05-26
1204,46662,CHINAR EXPORTS LTD.,1,1,2004-04-20
1205,46814,CHIPLUN FINE CHEMICALS LTD.,1,0,
1206,46951,SADHNA BROADCAST LTD.,1,0,
1207,46953,C C L INTERNATIONAL LTD.,1,0,
1208,46962,SHANTI EDUCATIONAL INITIATIVES LTD.,1,0,
1209,47026,CHITRADURGA SPINTEX LTD.,1,0,
1210,47174,CHOICE INTERNATIONAL LTD.,1,0,
1211,47199,EAST BUILDTECH LTD.,1,0,
1212,47204,CHOKHANI GLOBAL EXPRESS LTD.,1,0,
1213,47206,CHOKHANI INTERNATIONAL LTD.,1,1,1999-03-10
1214,47214,UGRO CAPITAL LTD.,1,0,
1215,47227,AJEL LTD.,1,0,
1216,47245,CHOKSI LABORATORIES LTD.,1,0,
1217,47252,CHOKSI TUBE CO. LTD.,1,1,2000-09-20
1218,47318,CHOLAMANDALAM INVESTMENT & FINANCE CO. LTD.,1,0,
1219,47406,CHORDIA FOOD PRODUCTS LTD.,1,0,
1220,47542,CHOWGULE STEAMSHIPS LTD.,1,1,2001-02-28
1221,47601,CHROMATIC INDIA LTD.,1,0,
1222,47715,CIBA INDIA LTD. [MERGED],1,1,2003-04-05
1223,47757,CIL SECURITIES LTD.,1,0,
1224,47759,CILSON FINANCE & INVST. LTD..,1,1,2004-04-20
1225,47760,CILSON ORGANICS LTD.,1,1,2004-07-02
1226,47769,CIMMCO LTD.,1,0,
1227,47790,CINDRELLA FINANCIAL SERVICES LTD.,1,0,
1228,47792,CINDRELLA HOTELS LTD.,1,0,
1229,47821,CINERAD COMMUNICATIONS LTD.,1,0,
1230,47834,CINEVISTA LTD.,1,0,
1231,47858,CIPLA LTD.,1,0,
1232,47895,CIRCUIT SYSTEMS (INDIA) LTD.,1,1,2016-04-05
1233,47940,CISTRO TELELINK LTD.,1,0,
1234,47972,CITI PORT FINANCIAL SERVICES LTD.,1,0,
1235,48052,CITIZEN INFOLINE LTD.,1,0,
1236,48066,CITIZEN YARNS LTD.,1,0,
1237,48078,CITRIC INDIA LTD.,1,1,2004-07-02
1238,48093,CITURGIA BIOCHEMICALS LTD.,1,1,2002-01-19
1239,48146,CITY LIFTS (INDIA) LTD.,1,1,2017-05-29
1240,48154,CITY ONLINE SERVICES LTD.,1,0,
1241,48177,CITY UNION BANK LTD.,1,0,
1242,48194,CITYMAN LTD.,1,0,
1243,48243,CLARIANT (INDIA) LTD. [MERGED],1,1,2006-08-07
1244,48271,CLARISIS ORGANICS LTD.,1,1,2017-01-20
1245,48279,CLARITY FINANCIAL SERVICES LTD.,1,1,2004-07-02
1246,48297,CLARO INDIA LTD. [MERGED],1,0,
1247,48322,CLASSIC BIOTECH & EXPORTS LTD.,1,1,2017-12-01
1248,48367,CLASSIC DIAMONDS (INDIA) LTD.,1,1,2018-07-02
1249,48375,CLASSIC ELECTRICALS LTD.,1,0,
1250,48389,CLASSIC FILAMENTS LTD.,1,0,
1251,48405,CLASSIC GLOBAL FINANCE & CAPITAL LTD.,1,0,
1252,48433,CLASSIC LEASING & FINANCE LTD.,1,0,
1253,48450,CLASSIC MUSHROOMS LTD.,1,1,2004-07-02
1254,48462,CLASSIC PRESS (INTERNATIONAL) LTD.,1,1,2016-08-17
1255,48504,CLASSIC TEXTILES LTD.,1,1,1995-06-05
1256,48681,CLIO INFOTECH LTD.,1,0,
1257,48770,CLUTCH AUTO LTD.,1,1,2018-07-02
1258,48799,COAL INDIA LTD.,1,0,
1259,48850,COASTAL PAPERS LTD. [MERGED],1,1,2001-11-10
1260,48859,COASTAL ROADWAYS LTD.,1,0,
1261,48869,COASTAL CORPORATION LTD.,1,0,
1262,48886,D I C INDIA LTD.,1,0,
1263,48894,COBAL INVESTMENTS CO. LTD. [MERGED],1,1,2004-07-02
1264,48941,COCHIN MALABAR ESTATES & INDS. LTD.,1,0,
1265,48943,COCHIN MINERALS & RUTILE LTD.,1,0,
1266,48953,COCHIN REFINERIES BALMER LAWRIE LTD. [MERGED],1,1,2001-05-23
1267,48960,COCHIN SHIPYARD LTD.,1,0,
1268,48995,H O V SERVICES LTD.,1,0,
1269,49002,CODURAS EXPORTS LTD.,1,1,2002-10-21
1270,49025,CVIL INFRA LTD.,1,1,1997-07-04
1271,49069,COIMBATORE LAKSHMI INVST. & FINANCE CO. LTD.,1,1,2000-05-31
1272,49075,LAVEN TECHNOBLEND LTD.,1,1,2004-07-02
1273,49138,COLGATE-PALMOLIVE (INDIA) LTD.,1,0,
1274,49144,COLINZ LABORATORIES LTD.,1,0,
1275,49194,ADROIT INFOTECH LTD.,1,0,
1276,49262,CLARIANT CHEMICALS (INDIA) LTD.,1,0,
1277,49340,COMBAT DRUGS LTD.,1,0,
1278,49418,COMET GLASS LTD.,1,1,2004-07-02
1279,49429,COMET STEELS LTD. [MERGED],1,1,1996-01-23
1280,49470,COMFORT INTECH LTD.,1,0,
1281,49545,COMMERCIAL ENGINEERS & BODY BUILDERS CO. LTD.,1,0,
1282,49571,URJA GLOBAL LTD.,1,0,
1283,49638,C T I L LTD.,1,1,2018-07-04
1284,49649,C D I INTERNATIONAL LTD.,1,1,1997-10-15
1285,49659,COMPACT INTERNATIONAL LTD.,1,1,2004-07-02
1286,49688,DECILLION FINANCE LTD.,1,0,
1287,49733,COMPETENT AUTOMOBILES CO. LTD.,1,0,
1288,49856,COMPUAGE INFOCOM LTD.,1,0,
1289,49862,COMPUCOM SOFTWARE LTD.,1,0,
1290,49868,COMPUDYNE WINFOSYSTEMS LTD.,1,1,2016-09-12
1291,49875,COMPULINK SYSTEMS LTD. [MERGED],1,1,2010-11-25
1292,49902,COMPUTECH INTERNATIONAL LTD.,1,1,2017-03-24
1293,49957,COMPUTER POINT LTD.,1,0,
1294,49979,COMPUTERSKILL LTD.,1,1,2017-12-01
1295,50063,CONART ENGINEERS LTD.,1,0,
1296,50160,CONCERT CAPITAL LTD.,1,1,2004-07-02
1297,50166,CONCERT SPICES & EXPORTS LTD.,1,1,2006-08-07
1298,50188,CONCORD DRUGS LTD.,1,0,
1299,50254,CONDEQUIP ENGINEERS (INDIA) LTD.,1,1,2017-01-20
1300,50293,CONFIDENCE FINANCE & TRDG. LTD.,1,0,
1301,50306,CONFRO AGROS LTD.,1,1,2004-07-02
1302,50407,CONSECUTIVE INVESTMENTS & TRDG. CO. LTD.,1,0,
1303,50435,MEGRI SOFT LTD.,1,0,
1304,50445,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,1,0,
1305,50447,CONSOLIDATED CONTAINERS (INDIA) LTD.,1,1,2004-04-20
1306,50462,CONSOLIDATED FIBRES & CHEMICALS LTD.,1,1,2008-02-22
1307,50468,CONSOLIDATED FOUNDATIONS LTD.,1,1,2002-10-21
1308,50505,C S L FINANCE LTD.,1,0,
1309,50508,I L & F S TRANSPORTATION NETWORKS LTD.,1,0,
1310,50519,CONSORTEX KARL DOELITZSCH (INDIA) LTD.,1,1,2017-03-24
1311,50528,CONSORTIUM FINANCE LTD. [MERGED],1,1,2001-03-10
1312,50616,CONTAINER CORPN. OF INDIA LTD.,1,0,
1313,50623,CONTAINERWAY INTERNATIONAL LTD.,1,0,
1314,50636,ARMS PAPER LTD.,1,0,
1315,50686,CONTINENTAL CHEMICALS LTD.,1,0,
1316,50692,C C L PRODUCTS (INDIA) LTD.,1,0,
1317,50695,CONTINENTAL CONSTRUCTION LTD.,1,1,2001-02-28
1318,50696,CONTINENTAL CONTROLS LTD.,1,0,
1319,50699,CONTIL INDIA LTD.,1,0,
1320,50715,CONTINENTAL FORGING LTD.,1,0,
1321,50743,CONTINENTAL PETROLEUMS LTD.,1,0,
1322,50756,CONTINENTAL SECURITIES LTD.,1,0,
1323,50757,CONTINENTAL SEEDS & CHEMICALS LTD.,1,0,
1324,50768,CONTINENTAL VALVE LTD.,1,1,2004-04-20
1325,50821,CONTROL PRINT LTD.,1,0,
1326,50875,CONWAY PRINTERS LTD.,1,1,2002-10-21
1327,51048,CORAL INDIA FINANCE & HOUSING LTD.,1,0,
1328,51051,CORAL LABORATORIES LTD.,1,0,
1329,51052,CORAL NEWSPRINTS LTD.,1,0,
1330,51079,S J CORPN. LTD.,1,0,
1331,51096,CORDS CABLE INDS. LTD.,1,0,
1332,51112,AUSOM ENTERPRISE LTD.,1,0,
1333,51117,YOGI HEALTHCARE LTD.,1,1,2017-03-24
1334,51122,CORE LABORATORIES LTD. [MERGED],1,1,1994-05-01
1335,51126,CORE ORGANICS LTD.,1,1,2004-07-02
1336,51218,COROMANDAL BIOTECH INDS. (INDIA) LTD.,1,1,2004-07-02
1337,51224,COROMANDEL AGRO PRODUCTS & OILS LTD.,1,0,
1338,51228,BHEEMA CEMENTS LTD.,1,0,
1339,51236,COROMANDEL ENGINEERING CO. LTD.,1,0,
1340,51238,COROMANDEL INTERNATIONAL LTD.,1,0,
1341,51239,COROMANDEL FINANCE CO. LTD.,1,1,1992-06-11
1342,51245,COROMANDEL GRANITE CO. LTD.,1,1,2004-04-20
1343,51252,COROMANDEL PHARMACEUTICALS LTD.,1,1,1996-04-02
1344,51260,TRINETHRA INFRA VENTURES LTD.,1,1,2017-03-31
1345,51329,CORPORATE COURIER & CARGO LTD.,1,0,
1346,51352,CORPORATE MERCHANT BANKERS LTD.,1,0,
1347,51380,CORPORATION BANK,1,0,
1348,51427,COSBOARD INDUSTRIES LTD.,1,0,
1349,51429,COSCO (INDIA) LTD.,1,0,
1350,51545,COSMO FERRITES LTD.,1,0,
1351,51546,COSMO FILMS LTD.,1,0,
1352,51585,COSMOS APPARELS LTD.,1,1,2004-07-02
1353,51628,COSMOS LEATHER EXPORTS LTD.,1,1,2004-07-02
1354,51683,WOODSVILLA LTD.,1,0,
1355,51690,COSY MERCANTILE LTD.,1,1,2010-04-12
1356,51759,COUNTRY CLUB HOSPITALITY & HOLIDAYS LTD.,1,0,
1357,51828,COVENTRY COIL-O-MATIC (HARYANA) LTD.,1,0,
1358,51831,COVENTRY SPRING & ENGG. CO. LTD.,1,1,2017-12-01
1359,51846,COX & KINGS LTD.,1,0,
1360,51914,CRANEX LTD.,1,0,
1361,51925,CRAVATEX LTD.,1,0,
1362,51948,CRAZY INFOTECH LTD.,1,0,
1363,51994,CREATIVE CASTINGS LTD.,1,0,
1364,52030,CREATIVE EYE LTD.,1,0,
1365,52147,CREATIVE WORLD TELEFILMS LTD.,1,1,2018-05-11
1366,52160,CREDENCE SOUND & VISION LTD.,1,0,
1367,52181,CARE RATINGS LTD.,1,0,
1368,52194,CRISIL LTD.,1,0,
1369,52214,DELTA CORP LTD.,1,0,
1370,52229,CRESCENT COLORCOAT SYSTEMS LTD.,1,1,2004-07-02
1371,52258,CRESCENT LEASING LTD.,1,0,
1372,52293,CRESSANDA SOLUTIONS LTD.,1,0,
1373,52303,CREST ANIMATION STUDIOS LTD.,1,1,2018-05-30
1374,52320,CREST PAPER MILLS LTD.,1,1,2004-07-02
1375,52332,CRESTCHEM LTD.,1,0,
1376,52333,CRESTER GLOBAL FINANCE LTD.,1,1,2004-07-02
1377,52336,CRESTWORLD MARINE LTD.,1,1,1997-02-17
1378,52405,CROMAKEM LTD.,1,0,
1379,52418,C G POWER & INDL. SOLUTIONS LTD.,1,0,
1380,52441,CROSLANDS RESEARCH LABORATORIES LTD. [MERGED],1,1,1997-11-14
1381,52448,CROSS COUNTRY HOTELS LTD.,1,1,2004-07-02
1382,52571,CROWN TELEVISION LTD.,1,1,2004-06-18
1383,52576,CROWN TOURS LTD.,1,0,
1384,52643,CRYSTAL AGRITECH LTD.,1,1,2004-07-02
1385,52648,CRYSTAL CABLE INDS. LTD.,1,1,2004-07-02
1386,52663,CRYSTAL CREDITS CORPN. LTD.,1,1,2016-08-17
1387,52741,CRYSTAL SOFTWARE SOLUTIONS LTD.,1,1,2018-05-11
1388,52787,CUBEX TUBINGS LTD.,1,0,
1389,52790,CUBICAL FINANCIAL SERVICES LTD.,1,0,
1390,52802,CUDDAPAH SPINNING MILLS LTD.,1,1,2004-01-14
1391,52835,CUMMINS INDIA LTD.,1,0,
1392,52848,CUPID LTD.,1,0,
1393,52850,CUPID TRADES & FINANCE LTD.,1,0,
1394,52862,CURE SPECTS LASER LTD.,1,1,2018-01-31
1395,52864,CUREFAST REMEDIES LTD.,1,1,2004-04-20
1396,52866,CUREWELL (INDIA) LTD.,1,1,1995-06-05
1397,52949,CUTFAST ABRASIVE TOOLS LTD. [MERGED],1,1,1997-09-05
1398,52964,CYANAMID AGRO LTD. [MERGED],1,1,2001-08-27
1399,53000,CYBER MEDIA (INDIA) LTD.,1,0,
1400,53044,CYBERMATE INFOTEK LTD.,1,0,
1401,53070,CYBERSCAPE MULTIMEDIA LTD.,1,0,
1402,53079,CYBERSPACE LTD.,1,1,2016-09-12
1403,53088,CYBERTECH SYSTEMS & SOFTWARE LTD.,1,0,
1404,53118,CYCLIC CHEMICALS LTD.,1,1,1997-02-17
1405,53249,D & H INDIA LTD.,1,0,
1406,53291,D B (INTERNATIONAL) STOCK BROKERS LTD.,1,0,
1407,53330,PURSHOTTAM INVESTOFIN LTD.,1,0,
1408,53351,LANCOR HOLDINGS LTD.,1,0,
1409,53443,D C L FINANCE LTD.,1,1,2002-02-01
1410,53446,D C L MARITECH LTD.,1,1,2004-07-02
1411,53448,CENTRAL INDIA POLYESTERS LTD. [MERGED],1,1,2006-10-05
1412,53449,D C L SECURITIES LTD.,1,1,2004-04-20
1413,53459,D C M FINANCIAL SERVICES LTD.,1,0,
1414,53465,D C M LTD.,1,0,
1415,53473,D C M SHRIRAM LTD.,1,0,
1416,53478,D C M SHRIRAM INDS. LTD.,1,1,2001-04-24
1417,53527,D C W LTD.,1,0,
1418,53655,D F M FOODS LTD.,1,0,
1419,53684,D G P SECURITIES LTD.,1,1,2009-07-24
1420,53685,WINDSOR MACHINES LTD.,1,0,
1421,53726,D H P INDIA LTD.,1,0,
1422,53755,DHUNSERI INVESTMENTS LTD.,1,0,
1423,53791,D J S STOCK & SHARES LTD.,1,0,
1424,53839,D K CHEMOPLAST LTD.,1,1,2004-04-20
1425,53993,D L F LTD.,1,0,
1426,54036,D M C EDUCATION LTD.,1,0,
1427,54250,D P I L LTD. [MERGED],1,1,2006-10-19
1428,54304,D P WIRES LTD.,1,0,
1429,54419,D R SOFTECH & INDS. LTD.,1,1,2016-09-12
1430,54509,D S J COMMUNICATIONS LTD.,1,0,
1431,54511,D S J FINANCE CORPN. LTD.,1,1,2016-09-12
1432,54525,D S KULKARNI DEVELOPERS LTD.,1,0,
1433,54534,KASHIPUR SUGAR MILLS LTD.,1,0,
1434,54582,D S P MERRILL LYNCH LTD.,1,1,2006-04-28
1435,54606,D S Q SOFTWARE LTD.,1,1,2017-03-24
1436,54885,DABUR INDIA LTD.,1,0,
1437,54929,DADHA HEWLETT INDS. LTD.,1,1,1990-06-05
1438,54953,DADRAWALA PAPERS LTD.,1,1,2004-07-02
1439,54985,DAEWOO MOTORS INDIA LTD.,1,1,2002-10-01
1440,55057,DAGA LEASING & FINANCE LTD.,1,1,2004-07-02
1441,55080,BIRLA MACHINING & TOOLINGS LTD. [MERGED],1,1,2000-05-23
1442,55124,KELVIN FINCAP LTD.,1,0,
1443,55128,DAI-ICHI KARKARIA LTD.,1,1,2001-02-28
1444,55138,DAIKAFFIL CHEMICALS INDIA LTD.,1,0,
1445,55176,SUVIDHA INFRAESTATE CORPN. LTD.,1,0,
1446,55327,DALAL STREET INVESTMENTS LTD.,1,0,
1447,55396,DALMIA BHARAT SUGAR & INDS. LTD.,1,0,
1448,55415,DALMIA INDUSTRIAL DEVP. LTD.,1,0,
1449,55531,DAMANIA CAPITAL MARKETS LTD.,1,1,2016-11-22
1450,55534,DAMANIA PHARMA LTD.,1,1,2004-07-02
1451,55582,DAMODAR BULK CARRIERS LTD.,1,1,1996-04-02
1452,55598,DAMODAR INDUSTRIES LTD.,1,0,
1453,55716,DANIN LEATHERS LTD.,1,1,2004-07-02
1454,55743,DANLAW TECHNOLOGIES INDIA LTD.,1,0,
1455,55775,DANY DAIRY & FOOD ENGINEERS LTD.,1,1,1993-08-13
1456,55782,MEGA NIRMAN & INDS. LTD.,1,0,
1457,55859,DARJEELING ROPEWAY CO. LTD.,1,0,
1458,55912,PAUSHAK LTD.,1,0,
1459,55941,DARSHAN OILS LTD.,1,1,2017-08-23
1460,56239,DATABASE FINANCE LTD.,1,1,2018-05-11
1461,56267,DATALINE & RESEARCH TECHNOLOGIES (INDIA) LTD.,1,1,2016-11-22
1462,56285,DATAMATICS GLOBAL SERVICES LTD.,1,0,
1463,56294,WEP SOLUTIONS LTD.,1,0,
1464,56300,DATAPRO INFORMATION TECHNOLOGY LTD.,1,1,1997-10-15
1465,56307,DATAR SWITCHGEAR LTD.,1,1,2001-04-20
1466,56310,DATASOFT APPLICATION SOFTWARE (INDIA) LTD.,1,0,
1467,56358,DATT MEDIPRODUCTS PVT. LTD.,1,1,2006-01-23
1468,56415,E-METALS INDIA LTD.,1,1,2018-05-11
1469,56442,DAULAT SECURITIES LTD.,1,0,
1470,56452,DAURALA ORGANICS LTD. [MERGED],1,1,2001-04-25
1471,56559,DAWN MILLS CO. LTD. [MERGED],1,1,2007-10-04
1472,56680,DAZZEL CONFINDIVE LTD.,1,0,
1473,56738,POOJA ENTERTAINMENT & FILMS LTD.,1,0,
1474,56845,KINGFISHER AIRLINES LTD.,1,1,2018-05-30
1475,56846,DECCAN BEARINGS LTD.,1,0,
1476,56857,DECCAN CEMENTS LTD.,1,0,
1477,56896,DECCAN GRANITES LTD.,1,1,1999-03-17
1478,56901,DECCAN HOSPITALS CORPN. LTD. [MERGED],1,1,2000-04-29
1479,56923,DECCAN PETROLEUMS LTD.,1,1,1997-02-17
1480,56927,DECCAN POLYPACKS LTD.,1,0,
1481,56997,DECO-MICA LTD.,1,0,
1482,57001,DECOLIGHT CERAMICS LTD.,1,1,2018-09-11
1483,57020,DECORA TUBES LTD.,1,1,2011-08-03
1484,57030,DECOROUS INVESTMENT & TRADING CO. LTD.,1,0,
1485,57083,DEE KARTAVYA FINANCE LTD.,1,0,
1486,57112,DEEPHARMA LTD.,1,1,1999-03-17
1487,57219,DEEP DIAMOND INDIA LTD.,1,0,
1488,57235,DEEP INDUSTRIES LTD.,1,0,
1489,57378,DEEPAK FERTILISERS & PETROCHEMICALS CORPN. LTD.,1,0,
1490,57447,DEEPAK NITRITE LTD.,1,0,
1491,57488,DEEPAK SPINNERS LTD.,1,1,2000-03-01
1492,57618,DEEPS SPECIAL STEELS LTD.,1,1,1996-04-02
1493,57651,DEEPTI ALLOY STEEL LTD.,1,0,
1494,57784,REIL ELECTRICALS INDIA LTD.,1,0,
1495,57975,DELIGHT HANDICRAFTS PALACE LTD.,1,1,2004-07-02
1496,58067,DELSTAR COMMERCIAL & FINANCE LTD. [MERGED],1,1,2004-02-26
1497,58115,DELTA INDUSTRIAL RESOURCES LTD.,1,0,
1498,58116,DELTA INDUSTRIES LTD.,1,1,1997-11-05
1499,58126,DELTA LEASING & FINANCE LTD.,1,0,
1500,58145,DELTA POLYSTERS LTD.,1,1,2016-08-17
1501,58197,DELTON CABLES LTD.,1,0,
1502,58206,DELTRON LTD.,1,0,
1503,58298,K G N ENTERPRISES LTD.,1,0,
1504,58319,DENA BANK,1,0,
1505,58335,DENHOLM STEELS LTD.,1,1,2002-10-21
1506,58340,DENIM FASHIONS LTD.,1,1,2004-07-02
1507,58348,DENIS CHEM LAB LTD.,1,0,
1508,58352,DENISH-KNIT INDUSTRIES LTD.,1,1,2004-01-14
1509,58353,VELJAN DENISON LTD.,1,0,
1510,58355,DENMUR FAX ROLL LTD.,1,1,1997-09-24
1511,58373,DENSO INDIA PVT. LTD.,1,1,2013-11-05
1512,58451,DEORA POLYTEX LTD.,1,1,2004-07-02
1513,58491,MITSHI INDIA LTD.,1,0,
1514,58510,DERBY TEXTILE LTD.,1,1,2004-07-02
1515,58513,DERCO COOLING COILS LTD.,1,1,2004-07-02
1516,58618,DESH RAKSHAK AUSHDHALAYA LTD.,1,0,
1517,58670,DESIGN AUTO SYSTEMS LTD.,1,1,2016-08-17
1518,58783,DETROIT INDUSTRIES LTD.,1,0,
1519,58834,DEV FASTENERS LTD.,1,1,2017-08-23
1520,58843,DEV INFORMATION TECHNOLOGY LTD.,1,0,
1521,58917,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.,1,0,
1522,58975,CONFIDENCE PETROLEUM INDIA LTD.,1,0,
1523,59031,DEVE PAINTS LTD.,1,1,1997-02-17
1524,59045,D C B BANK LTD.,1,0,
1525,59190,DEVIDAYAL INDUSTRIES LTD.,1,1,2007-03-29
1526,59204,DHARTI PROTEINS LTD.,1,0,
1527,59231,DEVINE IMPEX LTD.,1,0,
1528,59234,DEVINSU TRADING LTD.,1,0,
1529,59257,DEVKI LEASING & FINANCE LTD.,1,0,
1530,59315,CAMEX LTD.,1,0,
1531,59381,DEWAN HOUSING FINANCE CORPN. LTD.,1,0,
1532,59394,DEWAN RUBBER INDS. LTD.,1,1,2000-09-20
1533,59399,DEWAN STEELS LTD.,1,1,2000-02-19
1534,59402,DEWAN TYRES LTD.,1,1,2000-05-31
1535,59445,DEXO LABS PVT. LTD.,1,1,1992-12-13
1536,59483,DHABRIYA POLYWOOD LTD.,1,0,
1537,59539,DHAMPURE SPECIALTY SUGARS LTD.,1,0,
1538,59540,DHAMPUR SUGAR MILLS LTD.,1,0,
1539,59594,DHANLAXMI BANK LTD.,1,0,
1540,59616,DHANALAXMI ROTO SPINNERS LTD.,1,0,
1541,59666,DHANASHREE ELECTRONICS LTD.,1,1,2004-04-20
1542,59711,D F L INFRASTRUCTURE FINANCE LTD.,1,1,2018-05-11
1543,59736,LUMAX AUTO TECHNOLOGIES LTD.,1,0,
1544,59792,DHANLAXMI COTEX LTD.,1,0,
1545,59796,DHANLAXMI FABRICS LTD.,1,0,
1546,59802,DHANLAXMI LEASE FINANCE LTD.,1,1,2004-07-02
1547,59839,WESTLIFE DEVELOPMENT LTD.,1,0,
1548,59898,DHANUKA AGRITECH LTD.,1,0,
1549,59930,DHANVANTRI JEEVAN REKHA LTD.,1,0,
1550,59935,KANCO TEA & INDS. LTD.,1,0,
1551,59945,DHANVARSHA FINVEST LTD.,1,0,
1552,59987,DHAR CEMENT LTD.,1,1,2011-08-03
1553,59989,DHAR INDUSTRIES LTD.,1,1,2004-07-02
1554,59993,DHAR TEXTILE MILLS LTD.,1,1,2018-07-04
1555,60076,DHARAMSI MORARJI CHEMICAL CO. LTD.,1,1,2000-09-19
