,sa_total_income,sa_sales,sa_total_assets,sa_pat,sa_total_liabilities,sa_gross_working_capital_cosm,sa_current_assets_incl_st_invest_loans,sa_current_liabilities,sa_cash_bal,sa_st_trade_bills_receivables,sa_debtors_more_6m,sa_st_trade_receivables,sa_nf_operating_expenses,sa_f_operating_expenses,sa_dep_owned_ast,sa_retained_profits,sa_pbit,sa_interest_inc,sa_interest_exp,sa_st_inventories,sa_pbdita_net_of_peoifi,sa_pbpt_net_of_peoi,sa_total_capital,sa_gross_fixed_assets,sa_pbdita,sa_cost_of_goods_sold,sa_cost_of_sales,sa_total_expense,sa_net_sales,sa_depreciation,sa_non_current_assets,sa_net_fixed_assets,sa_gross_fixed_assets.1,sa_non_fin_services_inc,sa_inc_fin_serv,sa_net_working_capital,sa_non_current_liabilities,sa_tot_inc_net_of_pe,sa_sales_n_chg_in_stk,sa_chg_in_assets_with_no_chg_in_efficiency,sa_chg_in_efficiency_with_no_chg_in_assets,sa_chg_in_efficiency_on_chg_in_assets,sa_reported_pat,sa_diff_in_pat,sa_pbpt,sa_pbt,sa_pbit_net_of_peoifi,sa_cash_profit,sa_equity_div_inc_dist_pc_pat,sa_sales_net_fixed_assets,sa_total_income_avg_tot_asset_net_miscexp_now_reval,sa_chg_in_efficiency_in_use_of_assets,sa_pc_chg_in_efficiency_with_no_chg_in_assets,sa_pc_chg_in_assets_with_no_chg_in_efficiency,sa_pc_chg_in_efficiency_on_chg_in_assets,sa_total_div_pc_pat,sa_total_interest_exp,sa_nf_oper_exp_pc_total_exp,sa_f_oper_exp_pc_total_exp,sa_fin_serv_exp_pc_total_exp,sa_pbpt_net_of_peoi_inc_fin_serv,sa_pat_cont_ops_pc_inc_cont_ops,sa_pat_discont_ops_pc_inc_discont_ops,sa_total_provisions_pc_pbdita,sa_write_offs_pc_pbdita,sa_depreciation_pc_pbdita,sa_amortisation_pc_pbdita,sa_fin_serv_exp_pc_pbdita,sa_prov_direct_tax_pc_pbdita,sa_pat_pc_pbdita,sa_pbdita_pc_total_inc,sa_pbt_pc_total_inc,sa_pat_pc_total_inc,sa_cash_profit_pc_total_inc,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_pat_net_of_pe_pc_avg_networth,sa_pat_pc_avg_networth,sa_cash_profit_pc_avg_networth,sa_pbpt_net_of_peoi_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_capital_employed,sa_pat_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_tot_asset_net_menow_reval,sa_pc_chg_in_profitability_with_no_chg_in_income,sa_st_trade_bills_receivables_pc_current_assets_incl_st_invest_loans,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cash_n_bank_no_fd_security_current_liab_n_prov,sa_cash_n_bank_no_fd_security_cost_of_sales_per_day,sa_rawmat_stores_spares_avg_stk_rawmat_stores,sa_cost_of_goods_sold_avg_stk_fg,sa_sales_avg_debtors,sa_creditors_turnover,sa_total_inc_net_of_pe_compensation_to_empl,sa_sales_avg_gfa_net_of_reval,sa_sales_net_repairs_avg_nfa_net_of_reval,equity_facevalue_on_stkdate,eps_on_stkdate,equity_bv_on_stkdate,high_price,stock_returns,market_cap,pe,pb,traded_qty,delisted
2891,472.3,439.2,602.9,-22.4,602.9,333.4081,533.8,480.0,0.2,86.3,83.8,86.3,155.9,156.5,3.6,-22.4,-19.3,3.7,0.2,16.1,-41.0,-31.3,112.7,97.8,-15.7,432.76,482.0,170.4,439.0,3.6,69.1,34.1,97.8,403.5,13.9,17.1,2.4,453.4,114.9,-1030.4348,-1630.5192,686.7541,-22.4,0.0,-19.9,-21.6,-44.6,-35.1,,1287.9765,0.5801,3.3325,82.5914,52.1951,-34.2744,,0.2,91.4906,91.8427,0.3521,-2.2518,-3.5571,,-10.1911,-0.6369,-22.9299,0.0,-3.8217,-5.0955,142.6752,-3.3242,-4.5734,-4.7427,-7.4317,-7.3886,-66.4683,-44.4444,-69.6429,-59.5623,-63.7488,-42.6261,-4.115,-16110.6308,16.1671,0.3138,1.0356,0.0459,0.1307,10.2988,,2.4278,3.5736,0.292,16.855,4.2641,10.5767,10.0,0.9849,39.2,34.5,1.0624,370.783,33.4039,21.0672,69067.0,False
2892,0.3,,3.0,-0.1,3.0,0.0,3.0,,0.7,,,,0.4,0.4,,-0.1,-0.1,,,,-0.4,-0.1,2.4,,-0.1,0.0,0.4,0.4,,,,,,,0.3,3.0,,0.3,,-0.0185,0.0197,-0.0012,-0.1,0.0,-0.1,-0.1,-0.4,-0.1,,0.0,0.0984,0.0,,,,,,100.0,100.0,0.0,-0.3333,-33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-33.3333,-33.3333,-33.3333,-33.3333,-33.3333,-3.2787,-3.2787,-3.2787,-3.2787,-3.2787,-3.2787,-3.2787,100.0,0.0,,,0.0,,638.75,,,0.0,,,,,,,,,,,,,,False
2893,,,33.0,-3.8,33.0,0.0,5.6,0.3,,,,,0.3,3.8,,-3.8,-0.3,,,5.4,-0.3,-3.8,82.9,,-0.3,0.0,0.3,3.8,,,27.4,,,,,5.3,0.1,,,-0.0214,-0.1,0.0214,-3.8,0.0,-3.8,-3.8,-0.3,-3.8,,0.0,0.0,0.0105,100.0,21.3964,0.0,,,7.8947,100.0,92.1053,,,0.0,0.0,0.0,0.0,0.0,-1166.6667,0.0,1266.6667,,,,,,-11.0305,-11.0305,-11.0305,-11.0305,-11.0305,-11.0305,-10.8883,,0.0,0.6667,18.6667,0.0,0.6667,243.3333,,,0.0,0.0,,,,10.0,-0.193,34.0,34.5,1.05,275.228,,9.3045,200148.0,False
2894,228.6,221.3,155.7,0.5,155.7,76.8205,88.3,52.8,0.1,53.7,13.1,53.7,230.7,236.6,4.6,0.5,7.1,0.2,5.7,28.4,4.8,-5.5,95.4,89.4,11.7,163.48,220.8,242.3,193.2,4.6,67.4,53.3,89.4,0.2,0.2,23.2,59.7,222.3,235.5,53.8631,-5.9161,-1.7469999999999999,0.5,0.0,1.2,1.2,0.2,1.4,0.0,415.19699999999995,1.6921,1.5,-12.8053,116.5868,-2.1196,0.0,5.7,95.2125,97.6475,2.435,-27.5,0.2187,0.0,0.0,0.0,39.3162,0.0,50.4274,5.9829,4.2735,5.1181,0.5249,0.2187,0.6124,-2.4291,-16.9545,1.5699,4.3956,-6.0807,-5.9701,0.5528,-3.997,74.0268,60.8154,0.8889,1.3631,2.1464,0.0329,3.4715,24.0,163.48,4.8425,4.5315,6.6161,2.6922,4.5676,10.0,-0.2937,32.0,23.9,1.0944,219.3073,,7.3841,19908.0,False
2895,71.7,71.6,60.8,1.5,60.8,7.0475,39.4,18.7,1.3,14.5,,14.5,69.5,69.8,0.1,1.5,2.1,0.1,0.1,,2.1,1.8,45.7,16.5,2.2,67.79,69.6,70.2,71.6,0.1,21.4,16.4,16.5,64.8,0.1,20.4,,71.7,71.6,1.8716,50.0248,12.0036,1.5,0.0,1.8,1.8,2.0,1.6,0.0,436.5854,1.367,6.2956,78.286,2.929,18.785,0.0,0.1,99.0028,99.4302,0.4274,18.0,2.0921,0.0,0.0,0.0,4.5455,0.0,13.6364,13.6364,68.1818,3.0683,2.5105,2.0921,2.2315,2.0921,3.6541,3.6541,3.8977,3.8298,3.1915,3.1915,2.8599,4.5129,36.802,0.8316,2.0737,0.1962,0.0684,33.0388,,,9.8759,12.6286,37.7368,4.3926,4.4062,1.0,0.0329,41.9,0.59,1.1,26.9335,29.9261,0.6569,735661.0,False
2896,7.0,4.1,49.8,0.7,49.8,5.3954,5.2,2.1,0.3,2.1,2.1,2.1,5.9,6.0,,0.7,1.1,2.9,,0.1,-1.8,1.0,38.3,3.3,1.1,5.07,5.7,6.3,4.1,,44.6,1.8,3.3,4.1,2.9,2.8,0.6,7.0,4.1,0.3563,-8.7563,-0.2,0.7,0.0,1.0,1.0,-1.8,0.7,0.0,227.7778,0.1359,-7.4783,101.8176,-4.1431,1.5553,0.0,,93.6508,95.2381,1.5873,0.3448,10.0,0.0,0.0,0.0,0.0,0.0,9.0909,27.2727,63.6364,15.7143,14.2857,10.0,10.0,10.0,1.5054,1.5054,1.5054,2.1505,1.5054,1.5054,1.3592,272.0,40.3846,1.4167,2.1667,0.0,0.4167,64.0351,,50.7,1.0789,1.2778,11.6667,1.2424,2.2778,,,,,,,,,,False
2897,15.9,5.0,241.8,0.1,241.8,238.9363,241.8,25.6,0.2,22.5,22.5,22.5,5.2,15.5,,0.1,10.7,10.9,,30.6,-0.2,0.4,36.2,0.1,10.7,5.02,5.2,15.8,5.0,,0.0,0.0,0.1,5.0,10.9,216.0,,15.9,5.0,-37.4095,-443.6958,36.0053,0.1,0.0,0.4,0.1,-0.2,0.4,0.0,,0.036000000000000004,11.4128,99.6845,8.4047,-7.8668,0.0,,32.9114,98.1013,65.1899,0.0367,0.6289,0.0,0.0,2.8037,0.0,0.0,96.2617,0.0,0.9346,67.2956,0.6289,0.6289,2.5157,0.6289,0.0463,0.0463,0.1852,0.1852,0.0463,0.0463,0.0226,-599.8428,9.3052,0.8837,9.3721,0.0,0.0116,21.0577,,5.5778,0.0218,0.0234,159.0,50.0,,,,,,,,,,,False
2898,122607.0,111893.0,186964.0,11336.0,186964.0,53398.8785,126039.0,41457.0,117.0,36106.0,1950.0,36106.0,101442.0,101763.0,1966.0,8764.0,18353.0,2233.0,77.0,10165.0,9628.0,9979.0,712.0,16348.0,20319.0,86935.7,104062.0,110448.0,107720.0,1966.0,60925.0,12265.0,16348.0,876.0,2638.0,46016.0,34918.0,116268.0,111070.0,19402.1733,-36329.3241,-4880.8492,11336.0,0.0,18032.0,16691.0,7662.0,14867.0,18.8514,912.2951,0.6944,-1.0428,166.5871,-88.9681,1.5102,18.8514,77.0,91.8459,92.1366,0.2906,3.7828,9.2458,0.0,3.3712,3.2285,9.6757,0.0,1.5798,26.3546,55.7901,16.5725,13.6134,9.2458,12.1257,4.3176,6.912000000000001,15.6084,20.4702,13.7207,6.9023,15.5865,2.8431,98.1817,28.6467,1.4799,1.6299,0.0016,0.5573,142.8018,8.3201,36.39,3.2216,3.0574,8.349,7.3276,8.3545,2.0,14.0964,77047.2,1471.35,1.0709,520968.321,90.2963,7.2683,1182988.0,False
2899,15.5,14.8,39.6,-9.7,39.6,6.4149,25.3,262.4,,9.0,,9.0,20.1,25.1,0.1,-9.7,-4.7,,5.0,,-5.3,-10.4,97.4,17.5,-4.6,16.25,20.2,25.2,13.7,0.1,14.3,14.3,17.5,14.8,,-247.0,0.2,14.8,14.8,-2.5956,18.6021,-7.2065,-9.7,0.0,-9.7,-9.7,-5.4,-10.3,,103.4965,0.4366,-0.392,211.3876,-29.4955,-82.3324,,5.0,79.7619,99.6032,19.8413,,-62.5806,0.0,0.0,0.0,-2.1739,0.0,-108.6957,0.0,210.8696,-29.6774,-62.5806,-62.5806,-66.4516,-70.2703,,,,,,,-29.2958,137.1752,35.5731,0.0814,0.0906,,0.0015,7.2277,,,3.1489,0.8818,4.4848,0.8457,1.0314,1.0,0.1582,-231.4,1.77,1.1111,163.3843,10.749,,2867202.0,False
2900,9598.6,9553.4,5908.0,193.0,5908.0,5059.8807,5071.4,3830.6,2.8,3103.1,302.8,3103.1,9198.5,9570.3,65.9,193.0,613.5,32.9,312.7,1277.5,634.2,240.4,404.4,1172.1,679.4,8267.85,8974.1,9684.9,9299.9,65.9,836.6,723.5,1172.1,6154.0,43.9,645.0,489.9,9598.6,9832.7,704.2456,712.7374,61.8171,193.0,0.0,241.7,241.7,568.3,237.6,0.0,1320.4423,1.706,3.2932,48.196999999999996,47.6228,4.3626,0.0,312.7,94.9777,98.8167,3.839,5.4761,2.0107,0.0,0.0,0.0,9.6997,0.0,54.7248,7.1681,28.4074,7.0781,2.5181,2.0107,2.4754,2.0107,15.7983,15.7983,19.4491,7.306,5.8655,5.8655,3.4302,-69.9107,61.1882,0.8043,1.1648,1.4964,0.0069,1.8994,6.2245,9.8927,3.3215,4.4399,61.2546,8.2014,12.7523,1.0,0.6556,1446.2,27.6,1.194,7359.25,43.9358,5.4671,27182012.0,False
2901,349.8,346.7,485.9,17.0,485.9,204.1305,65.9,39.3,,13.8,0.3,13.8,316.7,320.5,5.8,12.9,29.9,2.7,2.4,15.0,33.0,26.2,42.4,398.4,35.7,280.32,319.2,335.8,346.2,5.8,420.0,367.7,398.4,288.4,2.8,19.5,24.7,349.7,349.7,20.6418,-84.5648,-4.177,17.0,0.0,26.1,26.1,27.2,24.1,20.0,94.2888,0.679,-2.8082,124.1773,-30.311,5.9015,20.0,2.4,94.3121,95.4437,1.1316,9.3571,4.8599,0.0,0.0,0.0,16.2465,0.0,10.6443,25.4902,47.619,10.2058,7.4614,4.8599,6.8897,4.9471,4.218999999999999,4.1458,5.8773,6.0092,3.9679,3.8991,3.3579,-110.2516,20.9408,1.0828,1.4362,0.0593,0.7651,39.1071,3.8228,,5.7591,5.4211,14.1579,0.8964,0.9481,10.0,4.8111,423.3,255.0,1.1805,1046.0512,57.9041,2.5019,50691.0,False
2902,181.5,161.1,215.5,6.2,215.5,212.0028,183.3,77.3,0.9,64.8,37.0,64.8,154.8,160.0,7.1,6.2,16.3,,4.3,55.7,3.0,-6.2,40.0,82.2,23.4,147.06,165.0,172.0,158.0,7.1,32.2,30.7,82.2,33.3,3.1,69.7,70.9,179.2,157.8,37.4934,-60.5407,-10.5527,4.0,2.2,11.1,11.1,-4.1,13.9,0.0,524.7557,0.8485,-1.0583,180.1808,-111.5875,25.2334,0.0,4.3,90.0,93.0233,3.0233,-2.0,3.4160000000000004,0.0,0.0,0.0,30.3419,0.0,22.2222,20.9402,26.4957,12.8926,6.1157,3.4160000000000004,7.6584,2.1763,6.5823,10.4641,23.4599,-5.2101,3.2773,5.2101,1.8233,108.7304,35.3519,1.1178,1.8552,1.151,0.319,57.5152,1.3429,11.4444,2.2084,1.6582,14.2222,1.9938,4.8744,10.0,0.6964,114.3,46.0,1.2,244.44,62.6769,2.1386,924000.0,False
2903,0.1,,50.5,-5.2,50.5,0.0,35.2,1.6,0.1,24.3,,24.3,3.6,5.3,,-5.2,-3.5,,,0.5,-3.6,-5.3,129.7,1.4,-3.5,1.96,3.6,5.3,,,15.3,1.4,1.4,,,33.5,27.1,0.0,,-0.0455,0.0836,-0.0381,-5.2,0.0,-5.2,-5.2,-3.6,-5.3,,0.0,0.0019,0.0,,,,,,67.9245,100.0,32.0755,,-5200.0,0.0,0.0,0.0,0.0,0.0,-48.5714,0.0,148.5714,-3500.0,-5200.0,-5200.0,-5300.0,,-21.7213,-21.3115,-21.7213,-10.2813,-10.2813,-10.0873,-9.9624,,69.0341,21.625,21.9375,1.2431,0.1875,30.4167,,,0.0,,0.0,0.0,0.0,1.0,-0.027000000000000003,22.8,0.24,1.2,31.1232,,1.3651,1023100.0,False
2904,2.9,1.7,84.7,-13.2,84.7,70.3926,45.6,51.5,,0.8,0.6,0.8,10.6,12.8,1.0,-13.2,-13.6,0.1,1.8,29.9,-13.8,-16.9,37.9,26.2,-12.6,12.72,16.5,11.2,1.5,1.0,39.1,11.1,26.2,1.5,0.1,-15.6,1.2,1.8,-3.2,0.021,2.4099,0.1691,-13.2,0.0,-15.8,-15.8,-14.8,-15.9,,15.3153,0.0384,0.5253,92.6872,0.8096,7.0429,,1.8,94.6429,114.2857,19.6429,-169.0,-455.1724,0.0,0.0,0.0,-7.9365,0.0,-17.4603,20.6349,104.7619,-434.4828,-544.8276,-455.1724,-548.2759,-794.4444,-37.931,-35.0133,-42.1751,-26.6142,-22.5197,-20.7874,-18.9404,-101.9774,1.7544,0.0401,0.7023,1.3248,0.0248,28.7576,0.8095,0.5378,0.9444,0.9358,3.6,0.0653,0.1478,10.0,-2.4273,37.4,17.6,1.05,65.7979,,2.4971,50900.0,False
2905,18.0,17.8,43.7,-2.8,43.7,32.7214,22.0,4.1,0.1,0.7,0.7,0.7,21.7,22.1,2.3,-2.8,-2.4,,0.3,18.3,-0.3,-3.0,52.2,70.9,-0.1,18.1,20.4,24.4,17.8,2.3,21.7,18.1,70.9,17.8,,17.5,1.3,17.8,21.4,-1.6511,-13.3303,0.6814,-2.8,0.0,-2.8,-2.8,-2.6,-0.7,,98.3425,0.40399999999999997,5.9583,93.2189,11.5463,-4.6579,,0.3,88.9344,90.5738,1.6393,,-15.5556,0.0,0.0,0.0,-2300.0,0.0,-400.0,0.0,2800.0,-0.5556,-15.5556,-15.5556,-3.8889,-16.8539,-10.4167,-9.7222,-2.4306,-7.0671,-7.0671,-6.596,-6.734,903.3708,3.1818,0.2927,5.2683,0.4781,0.0488,3.5784,1.1892,1.3817,25.4286,12.8571,11.125,0.2511,0.9247,5.0,-0.0266,28.3,53.0,1.05,437.9496,,15.4753,284707.0,False
2906,1290.7,1277.4,748.7,42.1,748.7,491.3416,519.8,250.2,1.0,340.3,61.6,340.3,1114.3,1146.3,43.8,38.7,92.1,6.4,21.4,16.5,123.7,54.3,56.0,386.4,135.9,881.52,1196.4,1209.2,1183.2,43.8,228.9,167.1,386.4,1277.4,6.4,108.8,44.0,1290.1,1238.0,-59.5563,-145.7694,5.8257,42.1,0.0,60.1,60.1,79.9,85.2,6.6508,764.4524,1.5552,5.7742,73.0674,29.8528,-2.5796,6.6508,21.4,92.1518,94.7982,2.6464,8.4844,3.2618,0.0,0.0,0.0,32.2296,0.0,23.5467,13.245,30.9787,10.5292,4.6564,3.2618,6.6011,3.3021,13.2237,13.0684,26.4473,10.3755,8.1399,8.0443,5.1328,152.8595,65.4675,1.198,1.3807,0.4812,0.0073,0.6407,,24.3514,2.7055,2.5152,2.6063,3.8459,10.0583,10.0,3.3823,903.7,140.25,1.0568,1685.8407,39.5737,1.8655,2087000.0,False
2907,357.4,356.4,277.4,4.6,277.4,140.2195,209.6,165.4,,170.2,170.2,170.2,332.5,351.4,1.9,4.6,27.1,0.2,16.9,20.8,28.5,8.3,27.5,68.1,29.0,311.59,334.3,357.4,344.0,1.9,67.8,62.6,68.1,0.3,0.6,37.7,71.5,357.0,361.0,74.8161,17.1565,4.9274,4.6,0.0,8.2,8.2,26.6,6.2,0.0,569.3291,1.5218,1.8492,17.7054,77.2096,5.2036,0.0,16.9,93.03299999999999,98.3212,5.2882,13.8333,1.2871,0.0,0.0,0.0,6.5517,0.0,65.1724,12.4138,15.8621,8.1142,2.2943,1.2871,1.7348,1.3165,12.3037,12.0419,16.2304,6.2998,3.5674,3.4915,2.0013,-81.6807,81.2023,1.0478,1.2279,2.2815,0.0187,3.9306,23.4444,188.8424,2.6918,3.6284,32.7523,5.2683,5.6571,10.0,1.8182,41.9,3.57,1.05,9.8175,2.2306,0.2343,2799.0,False
2908,1620.7,1615.2,1076.6,58.9,1076.6,904.4156,743.9,368.5,,369.0,12.0,369.0,1477.0,1509.9,42.8,52.2,122.6,1.6,25.0,313.5,159.9,88.0,22.4,510.8,165.4,1121.26,1495.5,1583.5,1450.7,42.8,332.7,264.5,510.8,12.8,3.8,325.8,159.1,1619.0,1636.9,34.1565,69.96600000000001,1.5774,58.9,0.0,89.7,89.2,117.1,96.9,9.5076,610.6616,1.5742,4.6564,66.193,32.3146,1.5691,9.5076,25.0,93.2744,95.3521,2.0777,23.1579,3.6342,0.0,0.0,0.3023,25.8767,0.0,19.8912,18.3192,35.6106,10.2055,5.5038,3.6342,5.9789,3.533,11.4354,11.7753,19.3723,10.7284,6.9735,7.1807,5.5558,52.8927,49.6034,1.0189,1.8328,0.6035,0.0744,7.1023,3.4979,21.116,4.6149,6.6645,6.4399,3.3897,6.6183,2.0,6.1518,565.6,120.0,1.1371,1314.88,26.3503,2.3248,138338.0,False
2909,2385.3,2367.6,2399.0,22.4,2399.0,1489.4395,1377.9,1144.9,0.4,677.3,,677.3,1961.9,2102.2,78.2,22.4,179.4,8.0,91.4,554.5,239.9,37.3,59.8,765.1,257.6,1808.26,2204.1,2197.1,2207.0,78.2,1021.1,686.9,765.1,,15.9,147.0,431.6,2385.3,2201.8,20.6812,38.5758,0.34299999999999997,22.4,0.0,39.1,37.1,161.7,102.5,0.0,344.67900000000003,1.0012,2.8381,64.7244,34.7,1.5469,0.0,91.4,89.295,95.6807,6.3857,2.3459,0.9391,0.0,0.7764,0.0,30.3571,0.0,54.4643,5.7065,8.6957,10.7995,1.5554,0.9391,4.2972,0.9391,2.8067,2.8067,12.843,2.3363,1.403,1.403,0.9402,92.2921,49.1545,0.5726,1.1278,1.0774,-0.0224,0.563,5.0007,10.3536,3.3683,3.4711,13.0273,1.8944,3.3141,10.0,5.197,837.2,160.0,1.1642,939.5194,70.9409,1.167,147809.0,False
2910,57320.6,56075.1,87459.2,1202.7,87459.2,33466.5751,73399.1,61629.5,20.2,16907.8,1613.9,16907.8,48774.7,53391.2,1977.5,1173.0,6492.6,254.5,4453.9,7464.4,7267.4,966.5,99.3,15640.8,8470.1,43008.98,50734.5,56084.9,56056.5,1977.5,14060.1,11729.9,15640.8,135.4,293.1,-883.3,7676.9,56443.0,56042.1,2912.092,-5530.7784,-267.5136,1202.7,0.0,1876.1,1674.1,5289.9,2556.2,2.0537,478.0527,0.6698,-0.731,191.6284,-100.8971,7.3239,2.0537,4453.9,86.9658,95.1971,8.2313,3.2975,2.0982,0.0,0.0,2.3849,23.3468,0.0,54.5035,5.5655,14.1994,14.7767,2.9206,2.0982,4.4595,0.6518,2.4922,8.1474,17.3163,1.9877,0.7566,2.4734,0.4299,89.0045,23.0354,0.8288,0.9859,2.2049,0.0054,2.3007,2.6806,,3.4893,1.8983,10.9749,3.6833,4.5736,2.0,11.7743,15833.3,617.6,1.171,29376.6696,74.6321,1.8554,717373.0,False
2911,152.7,101.7,1693.4,-60.9,1693.4,5.7039,1159.6,52.8,,4.9,,4.9,219.8,227.2,1.2,-64.5,-13.2,50.8,3.0,505.9,-63.0,-20.7,29.9,14.0,-12.0,179.75,218.9,268.7,98.5,1.2,533.8,12.7,14.0,10.0,50.9,1018.6,489.5,152.7,156.8,38.4561,-216.5514,-23.5047,-60.9,0.0,-20.6,-86.4,-64.2,-19.4,,800.7874,0.10099999999999999,-1.3617,107.4164,-19.0754,8.4502,,7.4,81.8013,84.5553,2.7539999999999996,-0.4067,-39.8821,0.0,0.0,-548.3333,-10.0,0.0,-61.6667,212.5,507.5,-7.8585,-56.5815,-39.8821,-12.7046,-39.8821,-5.2033,-5.2033,-1.6576,-1.7151,-5.0458,-5.0458,-4.0276,279.0698,0.4226,2.3757,18.9647,0.0313,0.3422,18.5085,,,38.3774,10.466,6.7566,5.7784,10.3249,10.0,-16.2801,1179.6,119.6,1.0584,352.6839,,0.3111,3615.0,False
2912,4.8,2.9,15.9,-9.0,15.9,1.1638,14.9,124.4,,0.9,,0.9,4.5,4.5,,-9.0,0.3,0.9,,,-1.6,-0.7,30.0,0.8,0.3,2.85,4.5,13.8,2.4,,1.0,0.3,0.8,2.9,0.9,-113.7,,4.8,2.9,-0.9679,4.7824,-1.7144,-9.0,0.0,0.3,-9.0,-1.6,0.3,,966.6667,0.2353,-0.1842,227.7311,-46.0916,-119.1956,,,32.6087,32.6087,0.0,-0.7778,-187.5,0.0,0.0,3100.0,0.0,0.0,0.0,0.0,-3000.0,6.25,-187.5,-187.5,6.25,-187.5,,,,-7.5269,-96.7742,-96.7742,-44.1176,43.118,6.0403,0.0297,0.086,,0.0185,186.5556,,,3.8667,11.2,,0.5631,0.6237,10.0,0.0,-99.3,5.71,1.05,16.3881,,,1332.0,False
2913,4972.2,4864.3,19155.5,27.4,19155.5,12510.3589,17780.7,10591.5,13.3,9238.6,7600.8,9238.6,4395.2,4806.0,162.6,27.4,414.1,30.0,320.3,6860.0,469.1,-74.3,126.0,1967.9,576.7,4494.57,4557.8,4944.8,4863.3,162.6,1374.8,873.3,1967.9,1704.0,30.0,6524.4,7399.3,4896.4,4864.3,-49.2555,763.1648,-8.8093,27.4,0.0,3.3,3.3,306.5,90.1,0.0,557.0022,0.2531,-3.0737,108.235,-6.9856,-1.3402,0.0,320.3,88.8853,97.193,8.3077,-2.4767,0.5511,0.0,0.0,0.0,28.1949,0.0,71.2329,-4.1789,4.7512,11.5985,0.0664,0.5511,1.8121,-0.9824,-4.1108,2.3417,7.7002,-1.0258,-0.6641,0.3783,-0.2449,100.8087,51.9586,0.8951,1.6155,5.3194,0.0019,5.5898,1.2012,,0.5229,1.1966,96.1965,2.4609,5.0614,10.0,18.6502,1155.8,66.75,1.1996,813.3544,4.7788,0.7262,1359213.0,False
2914,,,565.3,-0.9,565.3,0.0,175.0,,0.4,71.0,,71.0,0.3,0.5,,-0.9,-0.3,,,,-0.3,-0.5,500.0,,-0.3,0.21,0.3,0.9,,,390.3,,,,,175.0,,,,0.0,0.0,0.0,-0.9,0.0,-0.5,-0.8,-0.3,-0.6,,0.0,0.0,0.0,,,,,,33.3333,55.5556,22.2222,,,0.0,0.0,-100.0,0.0,0.0,-66.6667,-33.3333,300.0,,,,,,-0.1591,-0.1591,-0.106,-0.0869,-0.1564,-0.1564,-0.1564,,40.5714,,,0.0,,486.6667,,,0.0,,0.0,,,,,,,,,,,,False
2915,4104.9,4100.3,1177.0,8.9,1177.0,1251.1675,982.2,964.0,7.3,100.5,,100.5,4007.5,4068.4,22.5,8.9,74.7,0.1,58.5,816.0,92.8,9.5,37.9,326.1,97.2,3767.82,4030.0,4096.0,4100.1,22.5,194.8,177.4,326.1,,0.1,-1.5,23.7,4102.4,4100.3,-185.3797,-190.8287,7.9084,8.9,0.0,13.8,13.8,70.3,30.9,0.0,2311.3303,3.1163,6.4671,51.8134,50.3339,-2.1304,0.0,58.5,97.8394,99.3262,1.4868,95.0,0.2168,0.0,0.0,0.0,23.1481,0.0,62.6543,5.0412,9.1564,2.3679,0.3362,0.2168,0.7528,0.1609,3.9111,5.2741,18.3111,1.5622,1.0853,1.4636,0.501,137.1636,10.2321,0.1264,0.9985,2.2024,0.0211,1.8658,3.6612,,26.7906,5.3344,34.2723,12.8617,22.7668,10.0,31.1997,203.4,137.6,1.05,521.7379,62.4051,3.327,79892.0,False
2916,492.5,471.0,1195.5,93.0,1195.5,10.1288,304.4,39.9,0.4,14.1,0.2,14.1,267.3,269.4,80.1,93.0,145.1,1.0,,2.5,203.7,133.6,55.7,1039.6,225.2,239.69,345.7,399.5,464.6,80.1,891.1,659.7,1039.6,471.0,12.1,251.4,307.5,483.6,471.0,39.2263,48.2459,4.7277,93.0,0.0,143.0,143.0,123.6,185.8,0.0,71.3961,0.4469,0.9375,52.3275,42.5448,6.1799,0.0,,66.9086,67.4343,0.5257,11.0413,18.8832,0.0,0.0,0.0,35.5684,0.0,0.9325,22.2025,41.2966,45.7259,29.0355,18.8832,37.7259,17.3904,10.9051,12.0591,24.0923,17.3237,10.9051,12.0591,7.6316,-8.4954,4.6321,6.9048,6.9857,0.0,6.5643,4.7512,,,34.1304,9.6035,5.941,0.4796,0.735,10.0,22.1724,889.3,470.0,1.1032,2571.669,28.2043,2.924,1346516.0,False
2917,0.4,0.4,3.5,0.0,3.5,0.0375,3.5,,0.1,0.3,,0.3,0.1,0.4,,0.0,0.3,,,,0.3,0.0,7.0,,0.3,0.07,0.1,0.4,0.4,,,,,0.4,,3.4,2.5,0.4,0.4,-0.0621,0.0736,-0.0114,0.0,0.0,0.0,0.0,0.3,0.0,,,0.092,0.0,,,,,,25.0,100.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.5714,,,2.5,,730.0,,,2.6667,0.0,4.0,,,,,,,,,,,,False
